# Accelerometer Data File
# Started @Wed Mar 30 10:14:19 CDT 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LGE Accelerometer
# sensor Resolution: 0.0011901855m/sec^2; Max Range: 39.226593; Min Delay: 8333 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: ft/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
0.718 0.434 0.047 8
0.656 0.362 0.244 8
0.491 0.314 0.228 9
0.281 0.297 0.112 8
0.107 0.304 -0.068 9
0.01 0.32 -0.315 8
-0.096 0.352 -0.554 8
-0.247 0.4 -0.83 9
-0.402 0.413 -1.032 8
-0.528 0.417 -1.173 9
-0.654 0.406 -1.22 8
-0.824 0.364 -1.142 8
-1.05 0.271 -0.953 9
-1.198 0.177 -0.653 8
-1.295 0.057 -0.416 9
-1.331 -0.026 -0.245 8
-1.259 -0.076 -0.15 8
-1.072 -0.101 -0.142 9
-0.918 -0.046 -0.211 8
-0.741 -0.031 -0.112 9
-0.483 0.019 -0.023 8
-0.176 0.102 0.037 8
0.114 0.19 0.048 9
0.322 0.253 0.026 8
0.433 0.274 0.104 9
0.482 0.272 0.156 8
0.523 0.271 0.228 8
0.516 0.271 0.322 9
0.472 0.286 0.419 8
0.402 0.317 0.514 8
0.258 0.314 0.658 9
0.192 0.374 0.809 8
0.22 0.424 0.883 9
0.26 0.491 0.834 8
0.26 0.564 0.692 8
0.224 0.625 0.527 9
0.237 0.688 0.368 8
0.279 0.682 0.449 9
0.338 0.68 0.54 8
0.404 0.663 0.565 8
0.443 0.643 0.554 9
0.427 0.629 0.561 8
0.378 0.587 0.564 9
0.322 0.51 0.62 8
0.26 0.462 0.559 8
0.179 0.378 0.536 9
0.069 0.278 0.573 8
-0.074 0.195 0.619 9
-0.241 0.094 0.605 8
-0.326 0.042 0.662 8
-0.419 -0.008 0.755 9
-0.5 -0.052 0.845 8
-0.539 -0.065 0.931 8
-0.534 -0.022 1.062 9
-0.553 0.077 1.333 8
-0.56 0.235 1.492 9
-0.542 0.413 1.441 8
-0.503 0.634 1.277 8
-0.445 0.89 0.98 9
-0.324 1.145 0.525 8
-0.006 1.355 0.009 9
0.611 1.423 -0.781 8
1.239 1.291 -1.605 8
1.533 0.941 -2.038 9
1.269 0.388 -1.77 8
0.477 -0.324 -0.813 9
-0.414 -1.144 0.274 8
-1.169 -1.897 1.407 8
-1.861 -2.627 2.61 9
-2.518 -3.166 3.423 8
-3.054 -3.487 3.817 9
-3.375 -3.58 3.783 8
-3.438 -3.497 3.345 8
-3.085 -3.214 2.232 9
-2.494 -2.816 0.927 8
-1.82 -2.339 -0.382 9
-1.142 -1.851 -1.634 8
-0.501 -1.391 -2.771 8
0.032 -0.924 -3.605 9
0.358 -0.506 -3.923 8
0.598 -0.127 -3.928 8
0.735 0.221 -3.784 9
0.843 0.525 -3.557 8
1.0 0.776 -3.25 9
1.219 1.007 -2.838 8
1.367 1.224 -2.428 8
1.661 1.403 -1.923 9
2.082 1.512 -1.343 8
2.539 1.562 -0.759 9
2.915 1.523 -0.241 8
3.152 1.322 0.216 8
3.089 1.088 1.093 9
2.746 0.848 1.912 8
2.149 0.564 2.448 9
1.365 0.277 2.637 8
0.515 0.041 2.513 8
-0.211 -0.124 2.164 9
-0.7 -0.255 1.409 8
-0.973 -0.26 0.588 9
-1.181 -0.244 -0.296 8
-1.32 -0.225 -1.101 8
-1.36 -0.192 -1.663 9
-1.375 -0.16 -2.09 8
-1.407 -0.122 -2.171 8
-1.431 -0.06 -2.167 9
-1.392 -0.031 -2.036 8
-1.329 0.008 -1.815 9
-1.237 0.075 -1.553 8
-0.958 0.062 -1.273 8
-0.706 0.117 -0.91 9
-0.521 0.158 -0.685 8
-0.407 0.19 -0.502 9
-0.32 0.228 -0.326 8
-0.196 0.285 -0.157 8
0.012 0.357 -0.053 9
0.203 0.424 0.046 8
0.335 0.478 0.124 9
0.467 0.533 0.185 8
0.563 0.566 0.317 8
0.592 0.576 0.537 9
0.599 0.639 0.681 8
0.593 0.686 0.864 9
0.511 0.672 1.182 8
0.423 0.641 1.487 8
0.324 0.61 1.721 9
0.202 0.578 1.839 8
0.084 0.539 1.767 9
-0.029 0.561 1.514 8
-0.085 0.537 1.127 8
-0.065 0.495 0.689 9
-0.034 0.459 0.334 8
-0.069 0.428 0.105 8
-0.238 0.388 -0.1 9
-0.352 0.318 -0.253 8
-0.387 0.263 -0.127 9
-0.371 0.231 0.075 8
-0.302 0.206 0.314 8
-0.184 0.197 0.584 9
-0.045 0.273 0.822 8
0.151 0.434 0.997 9
0.316 0.626 0.962 8
0.536 0.833 0.723 8
0.828 1.027 0.338 9
1.172 1.187 -0.095 8
1.539 1.299 -0.454 9
1.824 1.231 -0.714 8
2.028 1.005 -0.961 8
1.915 0.649 -1.054 9
1.428 0.229 -0.83 8
0.727 -0.208 -0.246 9
0.243 -0.653 0.525 8
0.085 -0.989 1.271 8
0.232 -1.303 2.009 9
0.501 -1.612 2.611 8
0.724 -1.954 3.002 9
0.766 -2.336 3.228 8
0.554 -2.695 3.452 8
0.062 -2.856 3.294 9
-0.591 -2.847 2.81 8
-1.131 -2.738 2.07 8
-1.419 -2.544 1.135 9
-1.422 -2.283 0.104 8
-1.215 -1.992 -0.884 9
-0.999 -1.669 -1.985 8
-0.796 -1.338 -3.084 8
-0.605 -0.993 -3.928 9
-0.459 -0.657 -4.308 8
-0.379 -0.351 -4.185 9
-0.342 -0.07 -3.726 8
-0.262 0.131 -2.946 8
-0.075 0.299 -2.062 9
0.161 0.398 -1.261 8
0.434 0.431 -0.556 9
0.707 0.428 0.003 8
0.866 0.45 0.285 8
0.791 0.385 0.472 9
0.66 0.367 0.504 8
0.504 0.338 0.401 9
0.364 0.307 0.226 8
0.266 0.295 0.033 8
0.197 0.305 -0.177 9
0.15 0.277 -0.363 8
0.108 0.287 -0.513 8
0.031 0.304 -0.672 9
-0.053 0.315 -0.806 8
-0.105 0.326 -0.867 9
-0.089 0.362 -0.835 8
-0.111 0.37 -0.89 8
-0.178 0.393 -0.968 9
-0.292 0.389 -1.015 8
-0.415 0.388 -1.023 9
-0.504 0.394 -0.996 8
-0.549 0.377 -0.948 8
-0.595 0.367 -0.89 9
-0.496 0.317 -0.685 8
-0.321 0.292 -0.498 9
-0.092 0.278 -0.318 8
0.149 0.256 -0.123 8
0.336 0.227 0.063 9
0.473 0.211 0.227 8
0.487 0.261 0.297 9
0.424 0.297 0.441 8
0.311 0.299 0.731 8
0.2 0.276 1.123 9
0.16 0.256 1.459 8
0.061 0.249 1.604 9
-0.035 0.265 1.683 8
-0.133 0.301 1.597 8
-0.225 0.338 1.384 9
-0.283 0.376 1.114 8
-0.254 0.438 0.848 8
-0.114 0.473 0.689 9
-0.066 0.535 0.618 8
0.0 0.613 0.478 9
0.058 0.658 0.326 8
0.094 0.655 0.212 8
0.072 0.603 0.1 9
0.005 0.512 0.071 8
-0.062 0.412 0.109 9
-0.048 0.277 0.244 8
-0.068 0.154 0.344 8
-0.187 0.063 0.381 9
-0.326 0.016 0.368 8
-0.398 0.041 0.329 9
-0.413 0.055 0.335 8
-0.389 0.079 0.472 8
-0.348 0.137 0.688 9
-0.322 0.246 0.918 8
-0.334 0.416 1.126 9
-0.306 0.658 1.279 8
-0.097 0.955 1.311 8
0.198 1.266 1.224 9
0.52 1.579 1.048 8
0.893 1.871 0.789 9
1.435 2.103 0.365 8
2.081 2.13 -0.444 8
2.428 1.868 -1.209 9
2.104 1.346 -1.599 8
1.149 0.616 -1.516 8
-0.115 -0.266 -1.028 9
-1.197 -1.242 -0.335 8
-1.937 -2.189 0.499 9
-2.805 -2.967 1.486 8
-3.538 -3.611 2.42 8
-4.131 -4.045 3.098 9
-4.551 -4.208 3.41 8
-4.649 -4.097 3.346 9
-4.247 -3.754 2.638 8
-3.495 -3.265 1.437 8
-2.474 -2.698 0.19 9
-1.485 -2.121 -0.962 8
-0.717 -1.576 -2.036 9
-0.171 -1.063 -3.057 8
0.084 -0.649 -3.507 8
0.31 -0.209 -3.83 9
0.424 0.131 -3.773 8
0.508 0.403 -3.524 9
0.599 0.638 -3.112 8
0.596 0.785 -2.519 8
0.616 0.848 -1.964 9
0.748 0.893 -1.53 8
0.974 0.956 -1.125 8
1.278 1.046 -0.736 9
1.654 1.158 -0.393 8
2.091 1.279 -0.14 9
2.484 1.364 0.075 8
2.793 1.378 0.124 8
3.015 1.3 0.272 9
3.038 1.17 0.486 8
2.803 1.003 0.676 9
2.319 0.769 0.771 8
1.515 0.546 0.711 8
0.744 0.296 0.645 9
0.229 0.085 0.507 8
-0.185 -0.106 0.303 9
-0.562 -0.278 0.016 8
-0.89 -0.404 -0.362 8
-1.211 -0.446 -0.836 9
-1.39 -0.446 -1.136 8
-1.462 -0.417 -1.281 9
-1.418 -0.369 -1.267 8
-1.266 -0.323 -1.086 8
-1.082 -0.305 -0.753 9
-1.152 -0.295 -0.397 8
-1.266 -0.272 -0.222 9
-1.286 -0.221 -0.071 8
-1.236 -0.147 0.019 8
-1.115 -0.046 0.025 9
-0.885 0.095 -0.04 8
-0.583 0.231 -0.138 8
-0.264 0.416 -0.292 9
0.032 0.62 -0.334 8
0.299 0.795 -0.261 9
0.51 0.923 -0.123 8
0.651 1.025 0.028 8
0.753 1.128 0.279 9
0.759 1.208 0.506 8
0.763 1.225 0.668 9
0.76 1.191 0.834 8
0.734 1.128 0.988 8
0.684 1.053 1.033 9
0.648 0.965 0.944 8
0.502 0.864 0.735 9
0.341 0.72 0.579 8
0.201 0.574 0.437 8
0.11 0.455 0.274 9
0.081 0.366 0.085 8
-0.005 0.268 -0.077 9
-0.185 0.207 -0.221 8
-0.398 0.151 -0.236 8
-0.556 0.101 -0.121 9
-0.59 0.072 0.11 8
-0.481 0.084 0.44 8
-0.371 0.128 0.816 9
-0.273 0.256 1.013 8
-0.096 0.401 1.152 9
0.114 0.596 1.254 8
0.349 0.83 1.304 8
0.678 1.056 1.219 9
1.102 1.187 0.987 8
1.587 1.248 0.812 9
2.099 1.221 0.718 8
2.441 1.065 0.575 8
2.466 0.73 0.373 9
2.133 0.19 0.257 8
1.52 -0.388 0.317 9
0.874 -1.047 0.335 8
0.318 -1.621 0.564 8
-0.128 -2.147 1.022 9
-0.49 -2.641 1.626 8
-0.835 -3.059 2.225 9
-1.304 -3.33 2.637 8
-1.765 -3.424 2.955 8
-2.059 -3.325 2.91 9
-2.128 -3.035 2.449 8
-1.901 -2.603 1.628 9
-1.346 -2.099 0.582 8
-0.627 -1.532 -0.46 8
-0.006 -0.983 -1.375 9
0.378 -0.5 -2.15 8
0.601 -0.061 -2.74 8
0.726 0.324 -3.091 9
0.787 0.61 -3.161 8
0.852 0.74 -2.944 9
0.806 0.795 -2.364 8
0.723 0.735 -1.666 8
0.581 0.609 -1.059 9
0.406 0.453 -0.617 8
0.264 0.311 -0.331 9
0.127 0.253 -0.201 8
-0.003 0.177 -0.247 8
-0.055 0.104 -0.401 9
-0.052 0.034 -0.616 8
-0.059 -0.022 -0.884 9
-0.142 -0.054 -1.192 8
-0.282 -0.086 -1.392 8
-0.395 -0.08 -1.526 9
-0.488 -0.079 -1.587 8
-0.568 -0.071 -1.539 9
-0.648 -0.065 -1.388 8
-0.738 -0.074 -1.182 8
-0.804 -0.013 -1.033 9
-0.852 -0.004 -0.869 8
-0.881 0.023 -0.716 9
-0.826 0.074 -0.55 8
-0.745 0.138 -0.455 8
-0.723 0.197 -0.465 9
-0.7 0.22 -0.369 8
-0.628 0.281 -0.255 8
-0.354 0.384 -0.227 9
-0.04 0.442 -0.274 8
0.282 0.48 -0.25 9
0.59 0.51 -0.065 8
0.923 0.54 0.1 8
1.159 0.604 0.266 9
1.23 0.676 0.405 8
1.169 0.721 0.444 9
0.996 0.748 0.479 8
0.711 0.769 0.611 8
0.47 0.736 0.691 9
0.327 0.732 0.784 8
0.168 0.723 0.741 9
0.039 0.711 0.653 8
-0.044 0.703 0.628 8
-0.1 0.697 0.702 9
-0.151 0.649 0.677 8
-0.223 0.6 0.615 9
-0.278 0.54 0.628 8
-0.317 0.495 0.692 8
-0.324 0.463 0.71 9
-0.301 0.416 0.612 8
-0.347 0.335 0.582 8
-0.327 0.268 0.607 9
-0.353 0.191 0.663 8
-0.403 0.108 0.715 9
-0.448 0.033 0.778 8
-0.465 -0.014 0.882 8
-0.457 -0.042 0.988 9
-0.395 -0.055 1.086 8
-0.35 -0.014 1.166 9
-0.357 0.07 1.217 8
-0.384 0.194 1.214 8
-0.369 0.362 1.151 9
-0.288 0.592 1.098 8
-0.065 0.84 1.041 9
0.169 1.086 0.941 8
0.541 1.369 0.773 8
1.026 1.617 0.483 9
1.494 1.738 0.062 8
2.454 1.863 -0.746 9
2.775 1.626 -1.294 8
2.361 1.159 -1.465 8
1.376 0.493 -1.224 9
0.171 -0.298 -0.709 8
-0.909 -1.128 -0.046 9
-1.752 -1.901 0.968 8
-2.333 -2.493 1.858 8
-2.915 -3.045 2.473 9
-3.356 -3.421 2.9 8
-3.59 -3.587 3.07 8
-3.608 -3.571 2.844 9
-3.408 -3.376 2.163 8
-2.996 -2.978 0.914 9
-2.426 -2.493 -0.461 8
-1.805 -2.004 -1.72 8
-1.192 -1.558 -2.729 9
-0.637 -1.167 -3.446 8
-0.275 -0.799 -3.883 9
-0.022 -0.497 -3.868 8
0.093 -0.234 -3.613 8
0.128 -0.034 -3.247 9
0.125 0.125 -2.832 8
0.147 0.277 -2.394 9
0.345 0.379 -1.962 8
0.74 0.506 -1.482 8
1.139 0.654 -1.006 9
1.553 0.776 -0.557 8
1.986 0.871 -0.056 9
2.415 0.95 0.546 8
2.7 1.001 1.064 8
2.798 0.971 1.445 9
2.743 0.918 1.778 8
2.502 0.849 1.936 8
2.096 0.781 1.805 9
1.602 0.725 1.399 8
0.974 0.676 0.605 9
0.601 0.644 0.01 8
0.307 0.585 -0.592 8
0.139 0.515 -1.155 9
0.046 0.468 -1.607 8
-0.057 0.451 -1.921 9
-0.236 0.417 -2.095 8
-0.552 0.38 -2.101 8
-0.827 0.337 -1.878 9
-1.008 0.282 -1.468 8
-1.102 0.211 -0.99 9
-1.132 0.133 -0.568 8
-1.114 0.079 -0.234 8
-1.077 0.054 -0.108 9
-0.957 0.007 -0.052 8
-0.756 -0.008 0.031 9
-0.576 0.016 0.136 8
-0.497 0.062 0.196 8
-0.42 0.101 0.143 9
-0.296 0.188 0.124 8
-0.134 0.248 0.21 9
0.014 0.309 0.377 8
0.14 0.376 0.576 8
0.24 0.443 0.756 9
0.293 0.519 0.861 8
0.438 0.606 0.956 8
0.562 0.713 1.045 9
0.669 0.797 1.045 8
0.74 0.846 0.98 9
0.762 0.866 0.91 8
0.755 0.864 0.867 8
0.612 0.823 0.596 9
0.418 0.76 0.34 8
0.211 0.675 0.144 9
0.048 0.572 0.006 8
-0.035 0.46 -0.089 8
-0.1 0.338 -0.142 9
-0.153 0.231 -0.138 8
-0.193 0.14 -0.179 9
-0.255 0.064 -0.202 8
-0.332 -0.013 -0.166 8
-0.388 -0.083 -0.054 9
-0.374 -0.072 0.132 8
-0.294 0.0 0.349 9
-0.193 0.14 0.524 8
-0.024 0.322 0.628 8
0.229 0.549 0.653 9
0.586 0.807 0.626 8
1.105 1.033 0.619 9
1.466 1.199 0.465 8
1.989 1.318 0.453 8
2.279 1.361 0.304 9
2.408 1.239 0.155 8
2.469 0.948 0.153 8
2.253 0.486 0.303 9
1.71 -0.139 0.606 8
1.067 -0.786 1.028 9
0.457 -1.353 1.549 8
-0.039 -1.879 2.108 8
-0.369 -2.409 2.662 9
-0.488 -2.891 3.231 8
-0.64 -3.236 3.497 9
-0.858 -3.402 3.597 8
-1.258 -3.418 3.447 8
-1.719 -3.286 2.939 9
-1.971 -3.054 2.105 8
-1.909 -2.73 0.936 9
-1.514 -2.296 -0.147 8
-1.131 -1.882 -1.303 8
-0.787 -1.465 -2.569 9
-0.504 -1.038 -3.714 8
-0.304 -0.609 -4.488 9
-0.219 -0.211 -4.771 8
-0.154 0.092 -4.643 8
-0.01 0.359 -4.294 9
0.177 0.578 -3.616 8
0.37 0.711 -2.682 8
0.522 0.747 -1.668 9
0.588 0.725 -0.779 8
0.612 0.654 -0.14 9
0.729 0.619 0.461 8
0.862 0.598 0.954 8
1.006 0.586 1.277 9
1.12 0.585 1.337 8
1.077 0.595 1.022 9
0.896 0.584 0.458 8
0.678 0.564 -0.024 8
0.457 0.511 -0.397 9
0.22 0.426 -0.629 8
-0.032 0.339 -0.782 9
-0.305 0.236 -0.928 8
-0.655 0.15 -1.104 8
-1.024 0.039 -1.164 9
-1.322 -0.079 -1.14 8
-1.516 -0.183 -1.077 9
-1.614 -0.256 -0.995 8
-1.678 -0.289 -0.902 8
-1.661 -0.298 -0.817 9
-1.579 -0.261 -0.783 8
-1.373 -0.214 -0.71 9
-1.071 -0.156 -0.569 8
-0.713 -0.075 -0.405 8
-0.327 0.041 -0.308 9
0.055 0.114 -0.11 8
0.345 0.209 0.076 8
0.531 0.306 0.332 9
0.641 0.381 0.583 8
0.71 0.432 0.759 9
0.772 0.497 0.877 8
0.855 0.562 1.038 8
0.863 0.608 1.16 9
0.853 0.603 1.204 8
0.839 0.599 1.204 9
0.803 0.681 1.154 8
0.75 0.749 1.048 8
0.634 0.78 0.94 9
0.537 0.799 0.819 8
0.397 0.794 0.743 9
0.219 0.763 0.68 8
0.032 0.702 0.596 8
-0.126 0.599 0.5 9
-0.244 0.471 0.485 8
-0.279 0.365 0.446 9
-0.241 0.237 0.387 8
-0.224 0.11 0.343 8
-0.265 0.0 0.332 9
-0.347 -0.102 0.355 8
-0.395 -0.157 0.337 9
-0.384 -0.187 0.262 8
-0.328 -0.199 0.258 8
-0.234 -0.19 0.3 9
-0.145 -0.16 0.335 8
-0.139 -0.12 0.322 8
-0.184 -0.04 0.281 9
-0.192 0.074 0.333 8
-0.214 0.206 0.508 9
-0.192 0.354 0.778 8
-0.114 0.549 1.038 8
-0.037 0.849 1.161 9
0.069 1.139 0.971 8
0.326 1.426 0.693 9
0.721 1.675 0.353 8
1.208 1.895 -0.017 8
1.741 2.059 -0.453 9
2.248 2.059 -1.037 8
2.482 1.81 -1.505 9
2.251 1.209 -1.471 8
1.437 0.49 -1.057 8
0.394 -0.315 -0.44 9
-0.625 -1.161 0.329 8
-1.607 -1.921 1.347 9
-2.151 -2.495 2.279 8
-2.937 -3.253 3.297 8
-3.563 -3.682 3.63 9
-3.942 -3.827 3.562 8
-4.175 -3.818 3.314 8
-4.167 -3.555 2.726 9
-3.79 -3.172 1.689 8
-3.075 -2.719 0.478 9
-2.249 -2.223 -0.59 8
-1.508 -1.743 -1.585 8
-0.923 -1.305 -2.536 9
-0.444 -0.893 -3.349 8
-0.076 -0.478 -3.797 9
0.176 -0.101 -3.898 8
0.246 0.199 -3.799 8
0.22 0.448 -3.543 9
0.191 0.665 -3.185 8
0.266 0.861 -2.852 9
0.396 1.009 -2.576 8
0.765 1.071 -2.29 8
1.262 1.135 -1.9 9
1.817 1.181 -1.47 8
2.375 1.179 -1.006 9
2.869 1.125 -0.447 8
3.05 1.083 0.202 8
2.898 0.926 0.844 9
2.6 0.777 1.359 8
2.167 0.635 1.683 9
1.644 0.512 1.76 8
1.1 0.43 1.546 8
0.637 0.375 0.932 9
0.331 0.366 0.217 8
0.108 0.346 -0.435 8
-0.064 0.313 -0.973 9
-0.237 0.302 -1.393 8
-0.446 0.333 -1.743 9
-0.734 0.323 -2.067 8
-1.047 0.278 -2.195 8
-1.368 0.195 -2.003 9
-1.624 0.096 -1.612 8
-1.748 -0.01 -1.144 9
-1.712 -0.118 -0.67 8
-1.599 -0.145 -0.22 8
-1.46 -0.18 0.053 9
-1.275 -0.174 0.172 8
-1.052 -0.122 0.229 9
-0.829 -0.063 0.288 8
-0.633 -0.019 0.365 8
-0.497 0.077 0.448 9
-0.39 0.172 0.612 8
-0.208 0.299 0.807 9
0.021 0.439 0.995 8
0.253 0.59 1.152 8
0.445 0.762 1.266 9
0.608 0.925 1.335 8
0.73 1.031 1.277 8
0.857 1.078 1.222 9
0.97 1.084 1.142 8
1.028 1.055 1.047 9
0.996 0.982 0.975 8
0.926 0.87 0.898 8
0.735 0.714 0.78 9
0.499 0.552 0.663 8
0.206 0.407 0.501 9
-0.103 0.249 0.283 8
-0.343 0.048 0.062 8
-0.498 -0.093 -0.042 9
-0.654 -0.211 -0.118 8
-0.729 -0.295 -0.191 9
-0.733 -0.344 -0.244 8
-0.684 -0.357 -0.252 8
-0.606 -0.335 -0.203 9
-0.509 -0.274 -0.161 8
-0.366 -0.14 -0.147 9
-0.147 0.018 -0.048 8
0.098 0.183 0.151 8
0.331 0.35 0.387 9
0.542 0.535 0.591 8
0.76 0.776 0.884 9
0.889 1.016 1.146 8
1.168 1.189 1.288 8
1.564 1.315 1.397 9
1.981 1.417 1.403 8
2.302 1.49 1.183 8
2.413 1.423 1.023 9
2.303 1.374 0.77 8
2.239 1.084 0.497 9
2.094 0.653 0.347 8
1.771 0.098 0.375 8
1.234 -0.549 0.572 9
0.595 -1.211 0.893 8
0.024 -1.714 1.225 9
-0.308 -2.167 1.549 8
-0.458 -2.609 1.947 8
-0.485 -3.023 2.352 9
-0.498 -3.349 2.594 8
-0.833 -3.523 2.539 9
-1.308 -3.541 2.197 8
-1.747 -3.381 1.716 8
-1.986 -3.111 1.102 9
-1.942 -2.772 0.354 8
-1.615 -2.382 -0.496 9
-1.045 -1.947 -1.316 8
-0.544 -1.487 -2.136 8
-0.123 -1.046 -3.009 9
0.147 -0.596 -3.828 8
0.236 -0.179 -4.366 9
0.211 0.161 -4.556 8
0.139 0.47 -4.467 8
0.167 0.681 -4.129 9
0.325 0.778 -3.423 8
0.541 0.793 -2.492 8
0.763 0.75 -1.52 9
0.96 0.668 -0.654 8
1.11 0.595 0.092 9
1.199 0.601 0.666 8
1.206 0.617 1.05 8
1.104 0.648 1.147 9
0.944 0.69 0.939 8
0.789 0.73 0.517 9
0.619 0.764 0.12 8
0.521 0.786 -0.265 8
0.44 0.8 -0.644 9
0.358 0.767 -0.94 8
0.216 0.693 -1.094 9
-0.034 0.6 -1.056 8
-0.323 0.497 -0.859 8
-0.713 0.353 -0.555 9
-0.999 0.117 -0.148 8
-1.242 -0.065 0.175 9
-1.461 -0.197 0.36 8
-1.639 -0.338 0.471 8
-1.782 -0.42 0.614 9
-1.754 -0.423 0.754 8
-1.548 -0.409 0.721 8
-1.249 -0.354 0.572 9
-0.905 -0.259 0.346 8
-0.55 -0.151 0.089 9
-0.174 -0.04 -0.177 8
0.081 0.016 -0.317 8
0.27 0.082 -0.321 9
0.347 0.155 -0.295 8
0.351 0.206 -0.253 9
0.33 0.216 -0.144 8
0.244 0.255 0.099 8
0.183 0.357 0.344 9
0.115 0.423 0.494 8
0.087 0.515 0.595 9
0.14 0.62 0.691 8
0.272 0.7 0.82 8
0.389 0.766 0.989 9
0.527 0.863 1.01 8
0.574 0.937 0.915 9
0.633 1.018 0.68 8
0.694 1.087 0.379 8
0.707 1.107 0.09 9
0.674 1.056 -0.206 8
0.612 0.949 -0.312 9
0.499 0.83 -0.325 8
0.379 0.695 -0.25 8
0.258 0.549 -0.107 9
0.124 0.396 0.084 8
-0.024 0.231 0.338 8
-0.137 0.105 0.545 9
-0.299 0.006 0.716 8
-0.451 -0.049 0.872 9
-0.582 -0.082 1.059 8
-0.693 -0.105 1.295 8
-0.741 -0.068 1.56 9
-0.596 0.108 1.458 8
-0.425 0.346 1.317 9
-0.208 0.644 1.115 8
0.065 0.988 0.851 8
0.396 1.36 0.571 9
0.779 1.754 0.379 8
1.353 2.093 -0.097 9
2.063 2.289 -0.669 8
2.645 2.172 -1.177 8
2.85 1.783 -1.479 9
2.419 1.13 -1.418 8
1.159 0.287 -0.813 9
-0.344 -0.736 -0.15 8
-1.49 -1.578 0.64 8
-2.365 -2.31 1.442 9
-3.036 -2.939 2.152 8
-3.518 -3.443 2.678 9
-3.74 -3.8 2.944 8
-3.837 -3.838 2.905 8
-3.723 -3.658 2.4 9
-3.367 -3.334 1.412 8
-2.784 -2.888 0.171 8
-2.048 -2.348 -1.011 9
-1.309 -1.814 -1.871 8
-0.701 -1.35 -2.705 9
-0.304 -0.889 -3.4 8
-0.063 -0.474 -3.743 8
0.07 -0.112 -3.743 9
0.151 0.189 -3.469 8
0.235 0.414 -3.031 9
0.285 0.682 -2.719 8
0.383 0.85 -2.354 8
0.589 0.988 -1.94 9
0.9 1.101 -1.516 8
1.289 1.184 -1.105 9
1.748 1.265 -0.673 8
2.326 1.377 -0.208 8
2.852 1.415 0.311 9
3.235 1.357 0.848 8
3.366 1.214 1.391 9
3.171 1.016 1.876 8
2.646 0.793 2.137 8
1.845 0.562 2.166 9
1.054 0.36 1.904 8
0.391 0.181 1.439 8
-0.065 0.032 0.832 9
-0.32 -0.068 0.162 8
-0.489 -0.105 -0.462 9
-0.765 -0.134 -1.093 8
-0.95 -0.166 -1.512 8
-1.123 -0.196 -1.819 9
-1.306 -0.225 -1.932 8
-1.485 -0.243 -1.817 9
-1.603 -0.219 -1.558 8
-1.526 -0.235 -1.118 8
-1.392 -0.239 -0.659 9
-1.207 -0.233 -0.327 8
-1.013 -0.21 -0.113 9
-0.836 -0.173 0.034 8
-0.647 -0.138 0.15 8
-0.514 -0.124 0.24 9
-0.383 -0.062 0.26 8
-0.238 0.0 0.185 9
-0.084 0.068 0.037 8
0.051 0.16 -0.129 8
0.14 0.289 -0.239 9
0.214 0.402 -0.243 8
0.259 0.538 -0.191 9
0.308 0.69 -0.09 8
0.335 0.825 0.024 8
0.354 0.933 0.138 9
0.437 1.033 0.278 8
0.684 1.112 0.393 8
0.855 1.188 0.463 9
0.956 1.215 0.476 8
0.949 1.2 0.439 9
0.829 1.147 0.377 8
0.657 1.026 0.331 8
0.483 0.873 0.234 9
0.334 0.706 0.141 8
0.155 0.535 0.03 9
-0.046 0.348 -0.01 8
-0.251 0.154 0.053 8
-0.443 -0.01 0.131 9
-0.586 -0.126 0.261 8
-0.646 -0.197 0.303 9
-0.632 -0.219 0.395 8
-0.573 -0.189 0.548 8
-0.473 -0.101 0.712 9
-0.312 0.056 0.817 8
-0.271 0.253 0.95 9
-0.198 0.459 1.074 8
-0.049 0.695 1.061 8
0.203 0.952 0.927 9
0.557 1.182 0.73 8
0.964 1.311 0.511 8
1.323 1.382 0.308 9
1.62 1.311 0.276 8
1.824 1.14 0.438 9
1.903 0.848 0.682 8
1.821 0.396 0.919 8
1.553 -0.227 1.16 9
1.108 -0.91 1.401 8
0.623 -1.546 1.746 9
0.176 -2.13 2.232 8
-0.208 -2.65 2.776 8
-0.545 -3.091 3.21 9
-0.875 -3.433 3.331 8
-1.197 -3.512 3.135 9
-1.469 -3.47 2.683 8
-1.61 -3.236 1.922 8
-1.534 -2.91 0.915 9
-1.203 -2.522 -0.213 8
-0.73 -2.084 -1.135 9
-0.374 -1.614 -2.115 8
-0.051 -1.2 -3.077 8
0.138 -0.805 -3.707 9
0.204 -0.424 -3.964 8
0.2 -0.076 -3.888 9
0.216 0.199 -3.557 8
0.398 0.392 -3.082 8
0.601 0.554 -2.352 9
0.868 0.623 -1.614 8
1.106 0.624 -0.933 8
1.23 0.588 -0.342 9
1.222 0.523 0.11 8
1.157 0.489 0.308 9
1.095 0.451 0.419 8
0.996 0.407 0.48 8
