# Accelerometer Data File
# Started @Wed Mar 30 10:14:19 CDT 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LGE Accelerometer
# sensor Resolution: 0.0011901855m/sec^2; Max Range: 39.226593; Min Delay: 8333 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: ft/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
0.631 0.722 -2.261 8
0.178 0.469 -1.67 9
-0.3 0.235 -1.184 8
-0.706 0.008 -0.738 8
-0.963 -0.199 -0.331 9
-1.061 -0.351 -0.038 8
-1.075 -0.491 0.098 9
-0.987 -0.544 0.031 8
-0.846 -0.545 -0.128 8
-0.719 -0.491 -0.338 9
-0.616 -0.4 -0.563 8
-0.505 -0.31 -0.753 9
-0.468 -0.177 -0.836 8
-0.452 -0.085 -0.945 8
-0.513 0.031 -1.126 9
-0.568 0.139 -1.283 8
-0.561 0.215 -1.346 9
-0.505 0.279 -1.324 8
-0.499 0.354 -1.266 8
-0.421 0.391 -1.17 9
-0.332 0.429 -1.066 8
-0.188 0.455 -0.973 9
0.019 0.473 -0.879 8
0.309 0.498 -0.75 8
0.665 0.52 -0.584 9
0.916 0.586 -0.418 8
1.022 0.638 -0.184 8
1.038 0.66 0.048 9
1.01 0.657 0.257 8
0.946 0.649 0.493 9
0.776 0.674 0.743 8
0.593 0.65 0.901 8
0.419 0.606 1.063 9
0.228 0.559 1.229 8
0.031 0.509 1.413 9
-0.108 0.447 1.633 8
-0.171 0.398 1.779 8
-0.273 0.393 1.856 9
-0.397 0.383 1.914 8
-0.529 0.384 1.932 9
-0.654 0.404 1.872 8
-0.754 0.426 1.699 8
-0.823 0.45 1.433 9
-0.816 0.433 1.164 8
-0.718 0.388 0.871 9
-0.534 0.315 0.554 8
-0.281 0.227 0.267 8
0.005 0.151 0.107 9
0.239 0.099 0.08 8
0.309 0.057 0.004 8
0.355 0.045 -0.132 9
0.388 0.048 -0.199 8
0.392 0.053 -0.151 9
0.356 0.066 -0.097 8
0.309 0.149 -0.134 8
0.43 0.217 -0.043 9
0.524 0.366 0.086 8
0.582 0.587 0.228 9
0.656 0.876 0.317 8
0.822 1.263 0.255 8
1.25 1.704 0.137 9
1.682 2.292 -0.137 8
2.06 2.777 -0.347 9
2.301 3.087 -0.532 8
2.293 3.131 -0.717 8
1.922 2.746 -0.815 9
1.082 1.726 -0.595 8
-0.155 0.344 0.105 9
-1.528 -1.143 0.431 8
-2.805 -2.4 0.153 8
-3.875 -3.334 -0.308 9
-4.767 -4.163 -0.058 8
-5.491 -5.011 0.799 9
-5.681 -5.449 1.614 8
-5.681 -5.584 2.364 8
-5.426 -5.434 2.834 9
-4.917 -5.06 2.878 8
-4.261 -4.516 2.522 8
-3.447 -3.743 1.703 9
-2.458 -2.954 0.753 8
-1.46 -2.094 -0.2 9
-0.577 -1.175 -1.141 8
0.171 -0.238 -1.989 8
0.89 0.686 -2.569 9
1.636 1.784 -2.943 8
3.233 2.956 -3.315 9
5.466 4.143 -3.256 8
7.684 4.898 -2.615 8
9.074 4.958 -1.464 9
8.85 4.419 -0.058 8
6.975 3.499 1.044 9
4.528 2.369 1.245 8
2.374 1.1 1.02 8
0.861 0.06 0.734 9
-0.164 -0.69 0.485 8
-0.914 -1.335 0.135 9
-1.446 -1.758 -0.299 8
-1.747 -1.951 -0.64 8
-1.847 -2.003 -1.046 9
-1.835 -1.919 -1.498 8
-1.792 -1.737 -1.877 9
-1.757 -1.554 -2.034 8
-1.843 -1.294 -2.065 8
-1.96 -1.077 -1.984 9
-2.122 -0.857 -1.895 8
-2.261 -0.633 -1.758 8
-2.328 -0.398 -1.547 9
-2.33 -0.135 -1.312 8
-1.973 0.154 -1.036 9
-1.38 0.548 -0.925 8
-0.675 0.965 -0.999 8
0.127 1.346 -1.089 9
0.946 1.685 -1.065 8
1.561 2.016 -0.914 9
1.916 2.104 -0.567 8
2.039 2.077 -0.178 8
1.933 1.941 0.157 9
1.628 1.733 0.479 8
1.2 1.479 0.831 9
0.764 1.182 1.201 8
0.31 0.938 1.515 8
-0.056 0.727 1.757 9
-0.292 0.527 1.921 8
-0.425 0.353 2.019 9
-0.506 0.204 2.066 8
-0.585 0.045 2.059 8
-0.673 -0.072 1.895 9
-0.843 -0.099 1.611 8
-1.053 -0.099 1.19 8
-1.207 -0.081 0.724 9
-1.244 -0.04 0.35 8
-1.184 0.017 0.208 9
-0.947 0.094 0.191 8
-0.643 0.13 0.148 8
-0.284 0.185 0.204 9
0.068 0.267 0.3 8
0.34 0.366 0.343 9
0.476 0.481 0.29 8
0.61 0.589 0.349 8
0.698 0.73 0.409 9
0.826 0.897 0.397 8
1.017 1.102 0.314 9
1.25 1.345 0.184 8
1.47 1.583 0.028 8
1.632 1.738 -0.15 9
1.759 1.806 -0.298 8
1.838 1.663 -0.26 9
1.824 1.299 -0.128 8
1.635 0.716 0.091 8
1.166 -0.1 0.62 9
0.415 -1.142 1.315 8
-0.225 -2.058 1.383 9
-0.883 -2.724 1.603 8
-1.353 -3.21 1.987 8
-1.46 -3.582 2.452 9
-1.255 -3.805 3.138 8
-0.895 -3.884 3.791 8
-0.607 -3.829 4.221 9
-0.428 -3.585 4.308 8
-0.293 -3.149 3.884 9
-0.141 -2.556 2.899 8
0.032 -1.896 1.554 8
0.387 -1.323 0.234 9
0.757 -0.787 -0.829 8
1.071 -0.259 -1.797 9
1.291 0.235 -2.734 8
1.399 0.661 -3.615 8
1.41 1.015 -4.29 9
1.446 1.232 -4.469 8
1.434 1.283 -4.274 9
1.277 1.186 -3.784 8
0.966 0.949 -3.071 8
0.522 0.597 -2.259 9
-0.005 0.204 -1.553 8
-0.413 -0.089 -1.053 9
-0.733 -0.314 -0.586 8
-0.97 -0.512 -0.253 8
-1.099 -0.643 -0.072 9
-1.115 -0.674 -0.052 8
-1.059 -0.628 -0.242 8
-0.989 -0.516 -0.655 9
-0.833 -0.376 -1.081 8
-0.682 -0.237 -1.414 9
-0.588 -0.097 -1.61 8
-0.557 0.037 -1.699 8
-0.574 0.148 -1.737 9
-0.608 0.282 -1.663 8
-0.657 0.364 -1.54 9
-0.703 0.443 -1.362 8
-0.698 0.528 -1.125 8
-0.616 0.608 -0.873 9
-0.483 0.676 -0.734 8
-0.296 0.745 -0.75 9
-0.113 0.842 -0.733 8
0.14 0.919 -0.764 8
0.455 0.985 -0.753 9
0.783 1.05 -0.631 8
1.07 1.093 -0.466 9
1.195 1.074 -0.303 8
1.261 1.04 -0.071 8
1.245 0.995 0.233 9
1.143 0.909 0.58 8
0.997 0.784 0.898 9
0.847 0.69 1.137 8
0.669 0.606 1.209 8
0.47 0.537 1.262 9
0.234 0.466 1.292 8
-0.053 0.416 1.33 8
-0.374 0.39 1.392 9
-0.64 0.338 1.449 8
-0.733 0.307 1.34 9
-0.685 0.295 1.302 8
-0.581 0.323 1.273 8
-0.499 0.355 1.176 9
-0.43 0.365 0.979 8
-0.271 0.372 0.767 9
-0.095 0.404 0.672 8
-0.028 0.423 0.535 8
0.018 0.401 0.401 9
0.03 0.349 0.324 8
-0.024 0.29 0.313 9
-0.112 0.229 0.308 8
-0.177 0.211 0.306 8
-0.268 0.199 0.372 9
-0.319 0.223 0.507 8
-0.291 0.314 0.662 9
-0.174 0.499 0.805 8
-0.01 0.772 0.911 8
0.281 1.172 0.87 9
0.788 1.661 0.904 8
1.455 2.189 0.881 9
2.084 2.72 0.778 8
2.498 3.137 0.592 8
2.673 3.178 0.283 9
2.458 2.567 0.043 8
1.514 1.445 0.277 8
0.115 0.052 0.251 9
-1.392 -1.342 -0.086 8
-2.699 -2.51 -0.504 9
-3.626 -3.336 -0.744 8
-4.406 -4.172 -0.084 8
-4.942 -4.787 0.77 9
-5.169 -5.191 1.597 8
-5.128 -5.309 2.181 9
-4.859 -5.124 2.375 8
-4.345 -4.8 2.163 8
-3.704 -4.23 1.615 9
-2.926 -3.578 0.817 8
-2.015 -2.909 0.014 9
-1.046 -2.231 -0.76 8
-0.134 -1.537 -1.54 8
0.587 -0.843 -2.308 9
1.032 -0.117 -2.959 8
1.517 0.533 -3.308 9
1.924 1.175 -3.241 8
2.485 1.861 -3.045 8
3.473 2.627 -2.859 9
4.995 3.412 -2.601 8
6.561 3.898 -1.915 8
7.123 3.849 -1.024 9
6.416 3.405 -0.036 8
4.762 2.681 0.691 9
2.796 1.773 0.921 8
1.246 0.76 0.837 8
0.176 0.023 0.724 9
-0.599 -0.595 0.58 8
-1.124 -1.043 0.398 9
-1.415 -1.338 0.163 8
-1.518 -1.513 -0.133 8
-1.543 -1.569 -0.478 9
-1.489 -1.562 -0.77 8
-1.54 -1.451 -0.953 9
-1.673 -1.3 -0.987 8
-1.869 -1.133 -0.904 8
-2.083 -0.942 -0.769 9
-2.214 -0.706 -0.632 8
-2.243 -0.443 -0.397 9
-1.989 -0.15 -0.232 8
-1.487 0.204 -0.095 8
-0.928 0.556 -0.014 9
-0.438 0.847 -0.006 8
0.061 1.083 -0.07 9
0.463 1.263 -0.136 8
0.699 1.335 -0.112 8
0.777 1.332 -0.086 9
0.721 1.262 -0.02 8
0.562 1.14 0.122 8
0.308 1.005 0.261 9
0.182 0.854 0.316 8
0.114 0.78 0.311 9
0.169 0.69 0.378 8
0.31 0.595 0.54 8
0.415 0.52 0.725 9
0.31 0.442 0.758 8
-0.01 0.358 0.634 9
-0.271 0.254 0.552 8
-0.467 0.181 0.509 8
-0.616 0.13 0.495 9
-0.722 0.078 0.5 8
-0.748 0.05 0.509 9
-0.71 0.056 0.468 8
-0.658 0.082 0.391 8
-0.573 0.118 0.32 9
-0.433 0.163 0.278 8
-0.224 0.22 0.263 9
0.051 0.287 0.237 8
0.369 0.38 0.324 8
0.555 0.521 0.311 9
0.632 0.658 0.251 8
0.678 0.764 0.226 8
0.754 0.848 0.29 9
0.83 0.974 0.408 8
1.002 1.111 0.459 9
1.107 1.299 0.536 8
1.32 1.469 0.662 8
1.58 1.617 0.781 9
1.771 1.733 0.859 8
1.932 1.724 1.004 9
1.885 1.596 1.148 8
1.555 1.323 1.114 8
1.105 0.908 1.012 9
0.62 0.305 0.856 8
0.168 -0.463 0.688 9
-0.264 -1.222 0.659 8
-0.668 -1.919 0.637 8
-0.967 -2.559 0.738 9
-1.226 -3.16 1.127 8
-1.449 -3.692 1.752 9
-1.632 -4.089 2.444 8
-1.844 -4.248 3.009 8
-1.933 -4.22 3.199 9
-1.836 -3.951 3.175 8
-1.501 -3.52 2.806 9
-0.973 -2.959 2.017 8
-0.337 -2.303 0.864 8
0.35 -1.633 -0.357 9
0.982 -0.973 -1.774 8
1.479 -0.388 -3.049 8
1.759 0.165 -4.177 9
1.82 0.634 -4.99 8
1.762 0.992 -5.44 9
1.646 1.285 -5.561 8
1.514 1.429 -5.364 8
1.367 1.454 -4.966 9
1.14 1.37 -4.383 8
0.857 1.204 -3.636 9
0.578 0.981 -2.714 8
0.339 0.698 -1.55 8
0.057 0.459 -0.772 9
-0.175 0.262 -0.206 8
-0.279 0.107 0.176 9
-0.267 0.009 0.437 8
-0.208 -0.036 0.63 8
-0.19 -0.086 0.744 9
-0.113 -0.131 0.743 8
-0.128 -0.121 0.703 9
-0.203 -0.116 0.664 8
-0.305 -0.113 0.675 8
-0.424 -0.073 0.705 9
-0.586 0.038 0.528 8
-0.656 0.108 0.456 9
-0.591 0.141 0.259 8
-0.583 0.195 0.104 8
-0.642 0.219 0.01 9
-0.698 0.169 -0.091 8
-0.74 0.16 -0.273 8
-0.714 0.146 -0.33 9
-0.685 0.163 -0.327 8
-0.587 0.175 -0.249 9
-0.395 0.171 -0.101 8
-0.144 0.178 0.112 8
0.043 0.265 0.42 9
0.218 0.326 0.551 8
0.391 0.409 0.621 9
0.506 0.527 0.616 8
0.61 0.632 0.598 8
0.732 0.691 0.615 9
0.718 0.776 0.585 8
0.588 0.817 0.521 9
0.434 0.788 0.544 8
0.288 0.716 0.662 8
0.148 0.637 0.808 9
0.01 0.562 0.947 8
-0.078 0.473 1.089 9
-0.101 0.422 1.194 8
-0.093 0.372 1.158 8
-0.064 0.347 1.044 9
-0.061 0.323 0.93 8
-0.097 0.266 0.86 8
-0.071 0.184 0.809 9
-0.016 0.145 0.687 8
0.015 0.084 0.506 9
-0.018 0.038 0.36 8
-0.083 0.014 0.185 8
-0.098 0.004 -0.081 9
0.015 0.017 -0.273 8
0.052 0.059 -0.337 9
0.068 0.111 -0.321 8
0.086 0.165 -0.15 8
0.15 0.25 0.074 9
0.263 0.393 0.189 8
0.301 0.564 0.104 9
0.498 0.767 0.409 8
0.602 1.066 0.58 8
0.695 1.45 0.63 9
0.853 1.886 0.53 8
1.107 2.33 0.27 9
1.399 2.733 -0.053 8
1.716 2.964 -0.285 8
1.872 2.788 -0.407 9
1.734 2.137 -0.353 8
1.306 1.141 -0.168 9
0.548 -0.146 0.069 8
-0.467 -1.46 0.114 8
-1.584 -2.527 -0.434 9
-2.682 -3.397 -0.385 8
-3.702 -4.153 0.175 8
-4.478 -4.782 1.017 9
-4.857 -5.226 1.89 8
-4.839 -5.417 2.613 9
-4.768 -5.139 3.055 8
-4.51 -4.739 3.277 8
-4.131 -4.202 3.088 9
-3.667 -3.582 2.381 8
-3.116 -2.948 1.263 9
-2.402 -2.31 0.235 8
-1.651 -1.591 -0.742 8
-0.907 -0.877 -1.964 9
-0.264 -0.191 -2.977 8
0.257 0.502 -3.632 9
0.663 1.17 -3.928 8
0.944 1.619 -3.895 8
1.168 2.038 -3.355 9
1.476 2.349 -2.676 8
1.959 2.576 -1.936 9
2.738 2.795 -1.305 8
3.852 2.998 -0.868 8
5.096 2.901 -0.335 9
5.563 2.622 0.319 8
5.181 2.121 0.76 9
4.129 1.483 0.9 8
2.771 0.774 0.806 8
1.49 0.074 0.625 9
0.404 -0.467 0.454 8
-0.502 -0.835 0.188 8
-0.971 -1.168 -0.046 9
-1.245 -1.332 -0.319 8
-1.36 -1.364 -0.606 9
-1.302 -1.341 -0.856 8
-1.332 -1.173 -1.121 8
-1.431 -1.003 -1.4 9
-1.631 -0.788 -1.647 8
-1.836 -0.574 -1.767 9
-1.961 -0.354 -1.761 8
-1.959 -0.113 -1.666 8
-1.868 0.096 -1.445 9
-1.584 0.298 -1.188 8
-1.185 0.473 -0.964 9
-0.737 0.615 -0.714 8
-0.297 0.752 -0.438 8
0.074 0.884 -0.177 9
0.334 0.928 0.032 8
0.518 0.914 0.131 9
0.591 0.968 0.351 8
0.621 1.021 0.528 8
0.651 1.054 0.562 9
0.703 1.077 0.484 8
0.803 1.088 0.535 8
0.857 1.129 0.743 9
0.873 1.076 0.919 8
0.775 0.976 1.134 9
0.595 0.831 1.375 8
0.357 0.622 1.597 8
0.056 0.41 1.695 9
-0.258 0.233 1.621 8
-0.534 0.124 1.402 9
-0.792 0.033 1.076 8
-1.004 -0.033 0.746 8
-1.117 -0.044 0.51 9
-1.116 0.002 0.337 8
-1.016 0.023 0.128 9
-0.871 0.092 0.205 8
-0.709 0.151 0.406 8
-0.479 0.233 0.619 9
-0.119 0.38 0.752 8
0.389 0.541 0.871 9
0.781 0.722 1.036 8
0.975 0.869 1.142 8
1.024 0.98 1.375 9
1.025 1.074 1.672 8
1.057 1.167 1.827 9
1.103 1.247 1.802 8
1.354 1.262 1.632 8
1.647 1.209 1.39 9
1.809 1.087 1.037 8
1.766 0.929 0.6 8
1.557 0.732 0.129 9
1.335 0.351 -0.382 8
1.077 -0.184 -0.693 9
0.791 -0.826 -0.747 8
0.476 -1.523 -0.491 8
0.135 -2.158 0.011 9
-0.193 -2.674 0.646 8
-0.431 -3.155 1.591 9
-0.471 -3.392 2.47 8
-0.507 -3.51 3.013 8
-0.605 -3.445 3.127 9
-0.736 -3.193 2.731 8
-0.812 -2.82 1.85 9
-0.788 -2.363 0.589 8
-0.648 -1.773 -0.707 8
-0.497 -1.328 -1.862 9
-0.282 -0.925 -2.828 8
-0.032 -0.521 -3.573 9
0.162 -0.109 -4.089 8
0.203 0.256 -4.413 8
0.234 0.518 -4.702 9
0.249 0.744 -4.548 8
0.3 0.872 -4.005 8
0.415 0.901 -3.144 9
0.585 0.872 -2.095 8
0.753 0.801 -1.087 9
0.654 0.724 -0.383 8
0.55 0.633 0.226 8
0.422 0.567 0.634 9
0.29 0.516 0.817 8
0.189 0.458 0.813 9
0.13 0.446 0.692 8
0.101 0.431 0.378 8
0.063 0.425 0.004 9
-0.049 0.443 -0.403 8
-0.198 0.46 -0.78 9
-0.331 0.451 -1.066 8
-0.553 0.42 -1.219 8
-0.688 0.326 -1.328 9
-0.687 0.232 -1.247 8
-0.694 0.155 -1.117 9
-0.759 0.083 -1.013 8
-0.851 0.007 -0.961 8
-0.911 -0.009 -1.01 9
-0.834 -0.035 -0.899 8
-0.685 -0.026 -0.751 9
-0.492 -0.013 -0.57 8
-0.29 0.015 -0.39 8
-0.066 0.082 -0.236 9
0.28 0.135 -0.113 8
0.526 0.253 0.069 8
0.732 0.37 0.171 9
0.876 0.497 0.26 8
0.952 0.635 0.36 9
0.979 0.774 0.467 8
1.034 0.874 0.61 8
1.039 0.926 0.837 9
0.976 0.954 1.096 8
0.891 0.936 1.345 9
0.779 0.88 1.544 8
0.621 0.818 1.661 8
0.461 0.771 1.643 9
0.331 0.736 1.461 8
0.179 0.709 1.214 9
0.043 0.659 0.942 8
-0.035 0.601 0.704 8
-0.046 0.557 0.548 9
-0.048 0.466 0.409 8
-0.145 0.398 0.271 9
-0.268 0.302 0.128 8
-0.38 0.179 0.06 8
-0.484 0.052 0.076 9
-0.604 -0.059 0.134 8
-0.744 -0.193 0.182 9
-0.746 -0.282 0.302 8
-0.699 -0.354 0.372 8
-0.586 -0.376 0.352 9
-0.451 -0.351 0.304 8
-0.338 -0.291 0.283 8
-0.205 -0.19 0.166 9
-0.122 -0.06 0.038 8
-0.033 0.068 0.135 9
0.008 0.229 0.34 8
0.029 0.434 0.575 8
0.096 0.681 0.817 9
0.268 0.966 1.081 8
0.55 1.355 1.131 9
0.82 1.809 0.997 8
1.421 2.308 0.758 8
2.37 2.757 0.411 9
3.39 3.008 -0.067 8
4.021 2.685 -0.282 9
3.166 1.668 0.04 8
1.443 0.269 0.167 8
-0.394 -1.151 -0.077 9
-2.146 -2.464 -0.285 8
-3.815 -3.616 0.058 9
-4.978 -4.41 0.559 8
-5.622 -4.979 1.296 8
-5.81 -5.216 2.012 9
-5.637 -5.156 2.509 8
-5.164 -4.878 2.688 8
-4.455 -4.445 2.531 9
-3.649 -3.769 2.015 8
-2.721 -3.007 1.176 9
-1.815 -2.121 0.24 8
-0.913 -1.22 -0.777 8
-0.049 -0.358 -1.694 9
0.718 0.46 -2.278 8
1.401 1.212 -2.5 9
2.05 1.86 -2.411 8
2.649 2.404 -2.248 8
3.254 2.775 -2.003 9
3.87 2.985 -1.76 8
4.413 3.071 -1.605 9
4.554 2.99 -1.378 8
4.206 2.539 -1.067 8
3.483 1.963 -0.788 9
2.583 1.272 -0.593 8
1.642 0.543 -0.506 9
0.74 -0.116 -0.523 8
-0.024 -0.651 -0.632 8
-0.513 -1.041 -0.712 9
-0.87 -1.353 -0.736 8
-1.076 -1.564 -0.701 9
-1.185 -1.629 -0.66 8
-1.282 -1.545 -0.677 8
-1.38 -1.464 -0.768 9
-1.476 -1.273 -0.859 8
-1.572 -1.005 -0.986 8
-1.654 -0.704 -1.133 9
-1.671 -0.38 -1.259 8
-1.578 -0.036 -1.316 9
-1.406 0.244 -1.278 8
-1.112 0.504 -1.1 8
-0.802 0.716 -0.865 9
-0.474 0.861 -0.624 8
-0.094 0.959 -0.425 9
0.362 1.034 -0.285 8
0.714 1.127 -0.117 8
0.911 1.155 0.003 9
0.94 1.134 0.152 8
0.851 1.085 0.378 9
0.657 1.019 0.639 8
0.37 0.938 0.85 8
0.143 0.847 0.96 9
0.067 0.755 1.067 8
0.09 0.698 1.146 9
0.12 0.661 1.134 8
0.105 0.637 1.013 8
0.038 0.627 0.819 9
-0.058 0.621 0.631 8
-0.234 0.594 0.553 8
-0.35 0.545 0.494 9
-0.423 0.502 0.484 8
-0.47 0.469 0.519 9
-0.485 0.431 0.56 8
-0.435 0.356 0.57 8
-0.234 0.287 0.574 9
-0.091 0.237 0.487 8
0.054 0.187 0.432 9
0.199 0.139 0.445 8
0.297 0.111 0.473 8
0.338 0.1 0.438 9
0.348 0.131 0.363 8
0.377 0.17 0.363 9
0.451 0.235 0.412 8
0.541 0.356 0.456 8
0.604 0.545 0.441 9
0.678 0.727 0.32 8
0.961 0.957 0.356 9
1.172 1.217 0.312 8
1.279 1.421 0.248 8
1.381 1.521 0.241 9
1.58 1.497 0.305 8
1.729 1.277 0.274 9
1.597 0.747 0.292 8
1.123 0.098 0.337 8
0.523 -0.61 0.428 9
-0.048 -1.312 0.678 8
-0.442 -1.921 1.22 8
-0.718 -2.491 2.105 9
-0.805 -3.012 2.949 8
-0.806 -3.462 3.665 9
-0.765 -3.761 4.15 8
-0.761 -3.845 4.328 8
-0.867 -3.7 4.155 9
-1.063 -3.399 3.548 8
-1.075 -2.938 2.489 9
-0.888 -2.372 1.25 8
-0.555 -1.786 -0.092 8
-0.139 -1.231 -1.459 9
0.292 -0.725 -2.734 8
0.687 -0.237 -3.699 9
0.938 0.154 -4.235 8
1.117 0.491 -4.481 8
1.256 0.761 -4.478 9
1.385 0.94 -4.296 8
1.509 1.011 -4.0 9
1.512 0.968 -3.51 8
1.463 0.802 -2.792 8
1.236 0.652 -2.098 9
0.938 0.468 -1.503 8
0.659 0.286 -1.028 9
0.418 0.164 -0.691 8
0.185 0.112 -0.494 8
0.079 0.065 -0.383 9
0.03 0.037 -0.376 8
-0.02 0.058 -0.373 8
-0.106 0.114 -0.407 9
-0.229 0.164 -0.541 8
-0.366 0.176 -0.578 9
-0.575 0.211 -0.504 8
-0.698 0.216 -0.457 8
-0.827 0.209 -0.438 9
-0.993 0.209 -0.427 8
-1.162 0.223 -0.41 9
-1.264 0.231 -0.41 8
-1.2 0.219 -0.461 8
-1.079 0.239 -0.447 9
-0.962 0.262 -0.355 8
-0.841 0.29 -0.229 9
-0.641 0.34 -0.146 8
-0.322 0.383 -0.121 8
-0.042 0.436 -0.112 9
0.199 0.439 0.02 8
0.374 0.431 0.178 9
0.464 0.437 0.28 8
0.475 0.455 0.309 8
0.47 0.462 0.386 9
0.415 0.469 0.465 8
0.306 0.48 0.486 8
0.153 0.477 0.52 9
0.017 0.476 0.587 8
-0.036 0.5 0.662 9
-0.023 0.525 0.672 8
0.113 0.606 0.653 8
0.259 0.672 0.816 9
0.413 0.691 1.115 8
0.579 0.695 1.491 9
0.721 0.731 1.861 8
0.65 0.729 1.947 8
0.496 0.689 1.603 9
0.272 0.64 1.276 8
0.057 0.54 1.016 9
-0.145 0.398 0.835 8
-0.334 0.261 0.718 8
-0.363 0.133 0.598 9
-0.371 0.052 0.565 8
-0.304 -0.024 0.544 9
-0.144 -0.053 0.539 8
0.089 -0.022 0.557 8
0.333 0.055 0.595 9
0.408 0.202 0.61 8
0.39 0.278 0.628 9
0.448 0.399 0.699 8
0.558 0.593 0.79 8
0.71 0.836 0.85 9
0.933 1.092 0.814 8
1.317 1.437 0.543 8
1.612 1.764 0.414 9
1.974 2.049 0.372 8
2.242 2.317 0.205 9
2.321 2.469 -0.249 8
2.214 2.4 -0.898 8
1.747 2.0 -1.387 9
0.597 1.152 -2.218 8
-0.694 0.144 -2.189 9
-2.125 -0.901 -1.682 8
-3.541 -1.889 -1.065 8
-4.685 -2.744 -0.482 9
-5.409 -3.369 0.193 8
-5.554 -3.809 1.259 9
-5.454 -3.988 2.13 8
-5.028 -4.038 2.792 8
-4.344 -3.921 3.137 9
-3.608 -3.513 3.023 8
-2.702 -2.927 2.498 9
-1.773 -2.097 1.521 8
-0.807 -1.19 0.351 8
0.236 -0.274 -0.868 9
1.381 0.663 -2.101 8
2.606 1.641 -3.315 9
3.742 2.461 -4.126 8
4.161 2.823 -4.308 8
4.223 2.999 -4.171 9
3.929 2.983 -3.883 8
3.421 2.792 -3.579 8
2.881 2.437 -3.272 9
2.399 1.876 -2.737 8
1.889 1.111 -2.004 9
1.302 0.537 -1.199 8
0.711 0.013 -0.354 8
0.22 -0.511 0.342 9
-0.088 -0.903 0.602 8
-0.355 -1.16 0.594 9
-0.556 -1.287 0.496 8
-0.6 -1.396 0.656 8
-0.604 -1.426 0.882 9
-0.605 -1.331 0.977 8
-0.578 -1.104 0.843 9
-0.599 -0.794 0.546 8
-0.501 -0.486 -0.08 8
-0.421 -0.11 -0.824 9
-0.342 0.252 -1.478 8
-0.263 0.554 -1.969 9
-0.196 0.793 -2.264 8
-0.125 1.049 -2.206 8
-0.007 1.21 -1.816 9
0.17 1.309 -1.421 8
0.27 1.377 -1.108 8
0.273 1.404 -0.914 9
0.247 1.349 -0.857 8
0.167 1.199 -1.016 9
-0.006 0.957 -1.363 8
-0.315 0.704 -1.519 8
-0.686 0.504 -1.495 9
-0.902 0.344 -1.326 8
-0.76 0.181 -1.01 9
-0.481 0.129 -0.389 8
-0.098 0.186 0.462 8
0.221 0.247 1.293 9
0.44 0.376 1.923 8
0.609 0.539 2.205 9
0.779 0.673 2.201 8
0.832 0.919 2.021 8
0.766 1.046 1.752 9
0.475 1.132 1.326 8
0.108 1.129 0.857 9
-0.224 1.017 0.462 8
-0.458 0.819 0.203 8
-0.44 0.608 -0.024 9
-0.198 0.441 -0.272 8
0.094 0.33 -0.386 9
0.281 0.259 -0.362 8
0.385 0.187 -0.254 8
0.465 0.096 -0.055 9
0.468 0.124 0.319 8
0.508 0.167 0.78 8
0.651 0.274 1.158 9
0.886 0.435 1.391 8
1.137 0.636 1.462 9
1.314 0.87 1.403 8
1.512 1.166 1.285 8
1.675 1.38 1.103 9
1.802 1.657 0.779 8
1.811 1.907 0.353 9
1.748 2.025 -0.111 8
1.726 1.936 -0.549 8
1.601 1.633 -0.844 9
1.143 1.255 -0.824 8
0.558 0.777 -0.694 9
0.027 0.094 -0.476 8
-0.409 -0.841 -0.059 8
-0.806 -1.966 0.74 9
-1.103 -3.007 1.79 8
-1.844 -3.788 2.726 9
-2.629 -4.397 3.101 8
-3.278 -4.752 3.186 8
-3.595 -4.795 3.178 9
-3.436 -4.533 3.083 8
-2.971 -4.077 2.741 8
-2.31 -3.542 1.998 9
-1.274 -3.049 1.302 8
-0.119 -2.506 0.739 9
1.006 -1.901 0.22 8
2.105 -1.235 -0.341 8
2.853 -0.532 -0.733 9
3.189 0.204 -1.191 8
3.305 0.843 -1.642 9
3.292 1.303 -2.025 8
3.196 1.549 -2.291 8
2.988 1.591 -2.396 9
2.389 1.45 -2.192 8
1.337 1.149 -1.649 9
0.243 0.681 -1.234 8
-0.702 0.179 -0.968 8
-1.468 -0.3 -0.831 9
-2.086 -0.735 -0.775 8
-2.393 -1.096 -0.727 9
-2.422 -1.372 -0.432 8
-2.402 -1.496 0.007 8
-2.365 -1.598 0.372 9
-2.327 -1.646 0.505 8
-2.285 -1.488 0.381 9
-2.126 -1.287 0.322 8
-1.788 -1.114 0.345 8
-1.465 -0.804 0.349 9
-1.318 -0.29 0.124 8
-0.941 -0.052 -0.343 8
0.156 -0.633 -0.871 9
0.156 -0.389 -1.294 8
-0.077 0.258 -1.252 9
-0.057 0.613 -1.148 8
0.218 0.7 -1.154 8
0.553 0.671 -1.159 9
0.765 0.657 -1.002 8
