# Accelerometer Data File
# Started @Wed Mar 30 10:28:48 CDT 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LGE Accelerometer
# sensor Resolution: 0.0011901855m/sec^2; Max Range: 39.226593; Min Delay: 8333 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: ft/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
-0.219 -0.195 -0.427 9
-0.219 -0.489 -0.065 8
-0.254 -0.763 0.099 8
-0.366 -0.973 0.095 9
-0.521 -1.081 0.041 8
-0.716 -1.079 -0.025 9
-0.877 -0.986 -0.045 8
-0.912 -0.864 0.037 8
-0.749 -0.718 0.324 9
-0.396 -0.647 0.726 8
-0.026 -0.548 1.254 9
0.28 -0.447 1.753 8
0.474 -0.377 2.071 8
0.534 -0.343 2.135 9
0.578 -0.317 1.957 8
0.503 -0.246 1.59 9
0.392 -0.144 1.092 8
0.306 -0.048 0.559 8
0.266 0.034 0.053 9
0.248 0.149 -0.408 8
0.198 0.302 -0.654 9
0.092 0.409 -0.92 8
0.035 0.519 -1.079 8
0.012 0.605 -1.14 9
0.015 0.652 -1.121 8
0.081 0.682 -0.996 8
0.149 0.732 -0.866 9
0.214 0.7 -0.741 8
0.301 0.638 -0.613 9
0.336 0.569 -0.504 8
0.295 0.51 -0.417 8
0.277 0.453 -0.305 9
0.307 0.377 -0.141 8
0.279 0.315 -0.066 9
0.278 0.27 0.002 8
0.305 0.245 0.092 8
0.33 0.225 0.193 9
0.315 0.17 0.248 8
0.315 0.108 0.175 9
0.391 0.067 0.125 8
0.455 0.05 0.099 8
0.471 0.049 0.045 9
0.46 0.048 -0.047 8
0.507 0.02 -0.09 9
0.593 0.019 -0.148 8
0.702 0.05 -0.169 8
0.814 0.079 -0.197 9
0.828 0.092 -0.265 8
0.75 0.094 -0.357 8
0.686 0.105 -0.433 9
0.727 0.105 -0.296 8
0.8 0.138 -0.165 9
0.874 0.143 -0.073 8
0.929 0.097 -0.024 8
0.932 0.003 0.008 9
0.806 -0.107 0.09 8
0.486 -0.165 0.09 9
0.357 -0.203 0.124 8
0.311 -0.205 0.187 8
0.289 -0.184 0.221 9
0.266 -0.143 0.186 8
0.175 -0.064 0.112 9
0.035 -0.075 -0.019 8
-0.142 -0.099 -0.224 8
-0.25 -0.136 -0.34 9
-0.259 -0.17 -0.298 8
-0.187 -0.183 -0.118 9
-0.054 -0.174 0.102 8
0.117 -0.292 0.102 8
0.224 -0.463 -0.012 9
0.28 -0.646 -0.19 8
0.366 -0.827 -0.34 9
0.546 -1.01 -0.412 8
0.738 -1.165 -0.477 8
0.906 -1.389 -0.543 9
1.015 -1.626 -0.569 8
1.06 -1.912 -0.519 8
1.01 -2.211 -0.377 9
0.826 -2.43 -0.156 8
0.47 -2.53 0.17 9
0.098 -2.391 0.603 8
-0.206 -2.021 1.043 8
-0.467 -1.429 1.482 9
-0.654 -0.638 1.842 8
-0.743 0.242 2.048 9
-0.726 1.208 2.008 8
-0.775 2.076 1.772 8
-0.801 2.728 1.303 9
-0.728 3.159 0.707 8
-0.579 3.375 0.069 9
-0.464 3.416 -0.554 8
-0.46 3.352 -1.089 8
-0.41 3.06 -1.61 9
-0.47 2.765 -2.066 8
-0.605 2.487 -2.453 9
-0.756 2.214 -2.766 8
-0.854 1.939 -3.012 8
-0.947 1.652 -3.237 9
-0.942 1.303 -3.208 8
-0.849 0.883 -2.913 9
-0.657 0.389 -2.363 8
-0.442 -0.132 -1.605 8
-0.314 -0.612 -0.724 9
-0.163 -1.083 0.057 8
-0.025 -1.546 0.652 8
-0.026 -1.941 1.26 9
-0.211 -2.197 1.914 8
-0.531 -2.299 2.576 9
-0.846 -2.294 3.147 8
-0.988 -2.09 3.492 8
-1.042 -1.834 3.619 9
-1.102 -1.578 3.428 8
-1.157 -1.346 3.013 9
-1.186 -1.107 2.488 8
-1.174 -0.803 1.93 8
-1.045 -0.537 1.408 9
-0.831 -0.29 0.914 8
-0.56 -0.055 0.492 9
-0.258 0.17 0.175 8
0.026 0.383 -0.079 8
0.27 0.574 -0.336 9
0.502 0.64 -0.688 8
0.662 0.703 -1.058 9
0.738 0.739 -1.416 8
0.722 0.77 -1.743 8
0.619 0.814 -2.018 9
0.454 0.873 -2.208 8
0.362 0.939 -2.233 8
0.21 0.971 -2.215 9
0.026 0.97 -2.113 8
-0.117 0.938 -1.96 9
-0.185 0.87 -1.732 8
-0.198 0.765 -1.366 8
-0.115 0.663 -0.94 9
0.084 0.511 -0.535 8
0.28 0.326 -0.136 9
0.42 0.148 0.289 8
0.484 0.001 0.726 8
0.483 -0.129 1.066 9
0.483 -0.213 1.152 8
0.467 -0.269 1.183 9
0.465 -0.305 1.118 8
0.449 -0.305 0.97 8
0.408 -0.262 0.769 9
0.41 -0.189 0.55 8
0.365 -0.17 0.248 9
0.216 -0.093 -0.034 8
0.152 -0.002 -0.203 8
0.177 0.074 -0.244 9
0.239 0.12 -0.211 8
0.314 0.143 -0.204 9
0.309 0.151 -0.194 8
0.324 0.184 -0.149 8
0.372 0.229 -0.064 9
0.423 0.263 0.023 8
0.45 0.272 0.06 8
0.48 0.283 0.003 9
0.465 0.319 -0.092 8
0.477 0.365 -0.126 9
0.521 0.387 -0.163 8
0.557 0.378 -0.197 8
0.561 0.34 -0.215 9
0.548 0.292 -0.234 8
0.541 0.24 -0.219 9
0.481 0.197 -0.07 8
0.45 0.146 0.152 8
0.456 0.097 0.366 9
0.467 0.059 0.513 8
0.458 0.007 0.589 9
0.417 0.0 0.59 8
0.35 0.006 0.547 8
0.261 0.026 0.489 9
0.162 0.038 0.421 8
0.082 0.019 0.329 9
0.074 -0.031 0.2 8
0.068 -0.113 0.132 8
0.028 -0.194 0.092 9
0.065 -0.32 0.06 8
0.209 -0.504 0.028 8
0.414 -0.717 0.006 9
0.585 -0.898 0.023 8
0.67 -1.124 -0.051 9
0.713 -1.392 -0.151 8
0.72 -1.633 -0.176 8
0.716 -1.84 -0.088 9
0.731 -2.038 0.092 8
0.769 -2.175 0.323 9
0.68 -2.185 0.532 8
0.634 -2.119 0.686 8
0.628 -1.983 0.794 9
0.616 -1.768 0.885 8
0.543 -1.46 0.971 9
0.46 -1.132 0.896 8
0.24 -0.759 0.978 8
0.048 -0.449 0.933 9
-0.158 -0.175 0.791 8
-0.396 0.06 0.601 9
-0.628 0.24 0.404 8
-0.847 0.442 0.271 8
-1.121 0.655 0.256 9
-1.366 0.885 0.291 8
-1.547 1.101 0.282 9
-1.68 1.305 0.208 8
-1.816 1.505 0.092 8
-2.015 1.628 -0.166 9
-2.143 1.647 -0.45 8
-2.223 1.629 -0.652 8
-2.277 1.582 -0.8 9
-2.273 1.504 -0.91 8
-2.14 1.383 -0.971 9
-1.918 1.178 -0.993 8
-1.631 0.941 -0.991 8
-1.292 0.662 -0.92 9
-0.929 0.338 -0.8 8
-0.576 -0.007 -0.618 9
-0.271 -0.317 -0.324 8
-0.217 -0.445 0.092 8
-0.281 -0.551 0.389 9
-0.324 -0.677 0.635 8
-0.391 -0.741 0.875 9
-0.485 -0.723 1.075 8
-0.545 -0.691 1.163 8
-0.637 -0.541 1.183 9
-0.584 -0.397 1.288 8
-0.354 -0.297 1.391 9
-0.024 -0.208 1.485 8
0.301 -0.092 1.497 8
0.535 0.066 1.268 9
0.736 0.194 0.798 8
0.905 0.263 0.289 9
0.941 0.337 -0.123 8
0.86 0.418 -0.458 8
0.739 0.473 -0.734 9
0.698 0.459 -0.917 8
0.738 0.433 -0.933 8
0.69 0.461 -0.825 9
0.671 0.502 -0.567 8
0.687 0.516 -0.258 9
0.701 0.491 -0.02 8
0.664 0.453 0.06 8
0.596 0.363 -0.012 9
0.608 0.319 0.019 8
0.567 0.349 0.097 9
0.5 0.383 0.163 8
0.43 0.345 0.147 8
0.301 0.24 0.018 9
0.167 0.187 -0.102 8
0.136 0.188 -0.227 9
0.215 0.181 -0.266 8
0.323 0.144 -0.249 8
0.369 0.088 -0.226 9
0.312 0.048 -0.203 8
0.328 0.04 -0.179 9
0.4 0.013 -0.155 8
0.435 -0.009 -0.143 8
0.362 -0.029 -0.169 9
0.201 -0.059 -0.234 8
0.064 -0.108 -0.309 8
0.032 -0.105 -0.402 9
-0.011 -0.081 -0.432 8
-0.008 -0.04 -0.452 9
0.048 -0.011 -0.431 8
0.13 -0.007 -0.351 8
0.169 0.025 -0.31 9
0.182 0.06 -0.264 8
0.191 0.058 -0.288 9
0.233 0.023 -0.361 8
0.263 -0.033 -0.441 8
0.24 -0.094 -0.492 9
0.2 -0.109 -0.463 8
0.194 -0.129 -0.355 9
0.255 -0.164 -0.276 8
0.294 -0.192 -0.215 8
0.3 -0.214 -0.133 9
0.271 -0.244 0.0 8
0.127 -0.281 0.134 9
0.0 -0.277 0.155 8
-0.033 -0.264 0.089 8
0.008 -0.223 -0.009 9
0.091 -0.16 -0.133 8
0.207 -0.103 -0.287 9
0.444 -0.105 -0.423 8
0.682 -0.197 -0.593 8
0.864 -0.321 -0.778 9
1.01 -0.451 -0.893 8
1.025 -0.614 -0.926 8
0.78 -0.848 -0.94 9
0.319 -1.059 -1.017 8
0.037 -1.297 -0.998 9
0.107 -1.702 -0.872 8
0.333 -2.208 -0.617 8
0.599 -2.642 -0.124 9
0.8 -2.818 0.457 8
0.813 -2.952 1.168 9
0.213 -2.627 1.739 8
-0.328 -1.99 2.316 8
-0.601 -1.175 2.773 9
-0.732 -0.245 3.03 8
-0.942 0.759 3.046 9
-0.917 1.644 2.686 8
-0.761 2.439 1.706 8
-0.613 2.9 0.759 9
-0.414 3.147 -0.035 8
-0.226 3.21 -0.659 9
-0.19 3.121 -1.149 8
-0.263 2.937 -1.682 8
-0.294 2.683 -2.245 9
-0.313 2.416 -2.753 8
-0.357 2.148 -3.107 8
-0.459 1.876 -3.261 9
-0.632 1.579 -3.252 8
-0.796 1.167 -3.257 9
-0.839 0.681 -3.038 8
-0.84 0.154 -2.562 8
-0.839 -0.345 -1.852 9
-0.854 -0.781 -0.991 8
-0.862 -1.144 0.158 9
-0.792 -1.342 1.084 8
-0.865 -1.422 1.881 8
-1.041 -1.456 2.464 9
-1.247 -1.459 2.88 8
-1.416 -1.419 3.09 9
-1.523 -1.34 3.065 8
-1.568 -1.26 2.784 8
-1.697 -1.221 2.216 9
-1.767 -1.145 1.447 8
-1.723 -1.03 0.663 9
-1.555 -0.884 0.04 8
-1.276 -0.708 -0.336 8
-0.891 -0.465 -0.524 9
-0.446 -0.254 -0.518 8
-0.015 -0.099 -0.525 9
0.323 0.007 -0.558 8
0.544 0.104 -0.592 8
0.637 0.234 -0.617 9
0.613 0.368 -0.607 8
0.571 0.433 -0.697 8
0.491 0.516 -0.869 9
0.427 0.567 -1.013 8
0.358 0.572 -1.086 9
0.168 0.599 -1.164 8
-0.021 0.603 -1.266 8
-0.107 0.578 -1.321 9
-0.108 0.55 -1.28 8
-0.012 0.52 -1.095 9
0.177 0.483 -0.773 8
0.401 0.437 -0.393 8
0.487 0.377 -0.078 9
0.555 0.293 0.097 8
0.645 0.221 0.187 9
0.723 0.164 0.226 8
0.752 0.121 0.215 8
0.732 0.103 0.111 9
0.807 0.054 0.164 8
0.884 0.043 0.255 9
0.918 0.094 0.351 8
0.855 0.147 0.405 8
0.72 0.173 0.391 9
0.63 0.216 0.347 8
0.641 0.264 0.381 9
0.586 0.298 0.39 8
0.552 0.318 0.379 8
0.592 0.318 0.377 9
0.697 0.307 0.416 8
0.787 0.334 0.5 8
0.757 0.336 0.496 9
0.712 0.313 0.348 8
0.734 0.275 0.227 9
0.765 0.262 0.201 8
0.748 0.297 0.271 8
0.683 0.356 0.367 9
0.478 0.326 0.373 8
0.245 0.263 0.121 9
0.101 0.171 -0.162 8
0.024 0.114 -0.305 8
-0.031 0.142 -0.243 9
-0.023 0.223 -0.075 8
0.042 0.212 -0.049 9
0.168 0.171 -0.106 8
0.308 0.175 -0.129 8
0.398 0.218 -0.114 9
0.386 0.254 -0.107 8
0.257 0.218 -0.162 9
0.233 0.148 -0.153 8
0.235 0.107 -0.022 8
0.2 0.08 0.132 9
0.158 0.028 0.225 8
0.167 -0.068 0.207 8
0.252 -0.152 0.09 9
0.342 -0.276 -0.052 8
0.404 -0.439 -0.17 9
0.475 -0.653 -0.257 8
0.542 -0.915 -0.351 8
0.579 -1.227 -0.477 9
0.599 -1.607 -0.556 8
0.665 -2.086 -0.437 9
0.722 -2.561 -0.192 8
0.784 -2.888 0.122 8
0.835 -3.083 0.445 9
0.843 -3.169 0.748 8
0.788 -3.145 0.956 9
0.642 -2.882 1.177 8
0.49 -2.467 1.377 8
0.363 -1.963 1.449 9
0.254 -1.44 1.424 8
-0.036 -0.642 1.301 9
-0.206 -0.152 1.162 8
-0.578 0.515 1.018 8
-0.804 0.968 0.946 9
-0.993 1.297 0.9 8
-1.208 1.54 0.832 9
-1.437 1.688 0.692 8
-1.609 1.726 0.472 8
-1.793 1.714 0.233 9
-1.905 1.68 -0.023 8
-2.024 1.633 -0.244 8
-2.151 1.577 -0.434 9
-2.2 1.5 -0.649 8
-2.061 1.371 -0.936 9
-1.786 1.223 -1.183 8
-1.552 1.095 -1.337 8
-1.348 0.929 -1.42 9
-1.135 0.725 -1.486 8
-0.894 0.53 -1.571 9
-0.69 0.36 -1.535 8
-0.549 0.298 -1.252 8
-0.389 0.204 -0.917 9
-0.276 0.105 -0.559 8
-0.231 0.023 -0.2 9
-0.209 -0.037 0.138 8
-0.193 -0.045 0.502 8
-0.174 -0.024 0.848 9
-0.081 0.039 1.123 8
0.073 0.088 1.342 9
0.246 0.125 1.515 8
0.38 0.218 1.628 8
0.462 0.338 1.642 9
0.458 0.38 1.491 8
0.362 0.368 1.19 9
0.22 0.367 0.795 8
0.09 0.38 0.307 8
0.062 0.367 -0.237 9
0.127 0.364 -0.628 8
0.227 0.39 -0.704 8
0.355 0.455 -0.629 9
0.491 0.495 -0.559 8
0.61 0.475 -0.576 9
0.699 0.419 -0.656 8
0.843 0.39 -0.572 8
0.915 0.368 -0.391 9
0.919 0.364 -0.227 8
0.899 0.35 -0.091 9
0.877 0.297 0.028 8
0.828 0.206 0.15 8
0.669 0.149 0.207 9
0.567 0.109 0.282 8
0.533 0.085 0.326 9
0.485 0.041 0.331 8
0.37 -0.005 0.294 8
0.24 0.009 0.224 9
0.349 0.008 0.331 8
0.452 0.066 0.442 9
0.533 0.146 0.474 8
0.602 0.155 0.388 8
0.618 0.089 0.192 9
0.484 0.075 -0.06 8
0.405 0.056 -0.27 8
0.293 0.045 -0.364 9
0.219 0.025 -0.425 8
0.2 0.003 -0.463 9
0.193 -0.023 -0.494 8
0.142 -0.075 -0.553 8
0.052 -0.109 -0.552 9
-0.08 -0.144 -0.554 8
-0.174 -0.203 -0.469 9
-0.216 -0.279 -0.329 8
-0.25 -0.345 -0.201 8
-0.354 -0.362 -0.14 9
-0.411 -0.377 -0.138 8
-0.371 -0.445 -0.116 9
-0.273 -0.535 -0.136 8
-0.156 -0.639 -0.232 8
-0.047 -0.758 -0.399 9
0.083 -0.916 -0.592 8
0.177 -1.134 -0.779 9
0.22 -1.363 -0.884 8
0.232 -1.659 -0.939 8
0.22 -2.013 -0.924 9
0.186 -2.387 -0.816 8
0.114 -2.733 -0.614 9
0.02 -2.91 -0.287 8
-0.148 -3.006 0.136 8
-0.327 -2.941 0.617 9
-0.491 -2.634 1.165 8
-0.597 -2.048 1.763 8
-0.54 -1.243 2.289 9
0.007 -0.483 2.396 8
0.525 0.204 2.12 9
0.848 0.866 1.604 8
0.978 1.503 0.997 8
0.989 2.075 0.415 9
0.944 2.481 -0.095 8
0.951 2.715 -0.514 9
0.927 2.92 -0.889 8
0.877 2.975 -1.236 8
0.789 2.95 -1.615 9
0.634 2.904 -2.069 8
0.387 2.812 -2.527 9
0.19 2.639 -2.993 8
-0.011 2.433 -3.316 8
-0.208 2.235 -3.412 9
-0.392 2.001 -3.256 8
-0.558 1.688 -2.863 9
-0.707 1.362 -2.207 8
-0.809 0.927 -1.498 8
-0.79 0.496 -0.882 9
-0.738 0.052 -0.271 8
-0.735 -0.375 0.337 8
-0.841 -0.722 0.89 9
-0.982 -0.952 1.357 8
-1.113 -1.137 1.706 9
-1.146 -1.274 1.984 8
-1.121 -1.297 2.217 8
-1.051 -1.207 2.411 9
-0.938 -1.035 2.543 8
-0.836 -0.806 2.572 9
-0.856 -0.616 2.28 8
-0.765 -0.507 1.815 8
-0.629 -0.455 1.27 9
-0.507 -0.409 0.767 8
-0.419 -0.325 0.417 9
-0.338 -0.238 0.274 8
-0.228 -0.142 0.215 8
-0.142 -0.057 0.101 9
-0.048 0.016 -0.057 8
0.035 0.071 -0.236 9
0.081 0.106 -0.418 8
0.12 0.132 -0.649 8
0.087 0.182 -0.883 9
0.077 0.229 -1.008 8
0.083 0.286 -1.072 9
0.073 0.34 -1.135 8
0.024 0.363 -1.211 8
0.007 0.333 -1.121 9
0.068 0.275 -0.972 8
0.132 0.215 -0.741 8
0.178 0.161 -0.446 9
0.21 0.106 -0.143 8
0.235 0.038 0.088 9
0.206 0.012 0.189 8
0.22 0.017 0.174 8
0.236 0.059 0.138 9
0.292 0.132 0.087 8
0.398 0.222 0.034 9
0.518 0.315 0.0 8
0.618 0.362 0.009 8
0.576 0.435 0.021 9
0.553 0.491 0.009 8
0.517 0.503 -0.043 9
0.454 0.48 -0.124 8
0.428 0.432 -0.265 8
0.409 0.389 -0.23 9
0.472 0.359 -0.164 8
0.569 0.313 -0.086 9
0.657 0.278 -0.007 8
0.726 0.257 0.054 8
0.799 0.222 0.069 9
0.826 0.199 0.022 8
0.839 0.202 -0.05 9
0.851 0.196 -0.106 8
0.821 0.157 -0.148 8
0.736 0.094 -0.16 9
0.633 0.051 -0.096 8
0.488 0.001 -0.02 8
0.411 -0.026 0.144 9
0.38 -0.035 0.325 8
0.399 -0.054 0.498 9
0.439 -0.082 0.636 8
0.458 -0.091 0.691 8
0.475 -0.076 0.634 9
0.381 -0.05 0.488 8
0.245 -0.051 0.298 9
0.123 -0.096 0.052 8
0.039 -0.177 -0.197 8
-0.034 -0.264 -0.3 9
-0.087 -0.41 -0.162 8
0.0 -0.604 -0.065 9
0.162 -0.844 0.025 8
0.389 -1.152 0.077 8
0.671 -1.534 0.048 9
0.995 -1.967 -0.091 8
1.274 -2.408 -0.239 9
1.465 -2.724 -0.433 8
1.761 -3.084 -0.624 8
2.046 -3.399 -0.767 9
2.144 -3.504 -0.793 8
1.966 -3.245 -0.578 8
1.675 -2.506 -0.053 9
1.289 -1.606 0.559 8
0.986 -0.779 1.128 9
0.807 -0.153 1.559 8
0.734 0.224 1.798 8
0.705 0.451 1.902 9
0.572 0.553 1.986 8
0.321 0.637 2.017 9
0.056 0.719 1.843 8
-0.254 0.838 1.394 8
-0.623 0.992 0.714 9
-0.923 1.092 -0.029 8
-1.377 1.305 -0.552 9
-1.733 1.465 -0.84 8
-1.899 1.52 -0.896 8
-1.939 1.51 -0.8 9
-1.885 1.453 -0.587 8
-1.692 1.318 -0.293 9
-1.048 0.991 0.121 8
-0.414 0.73 0.602 8
0.029 0.485 0.982 9
0.221 0.274 1.169 8
0.17 0.112 1.103 9
-0.045 -0.059 0.747 8
-0.48 -0.133 0.344 8
-0.709 -0.168 -0.007 9
-0.852 -0.177 -0.176 8
-0.947 -0.135 -0.128 8
-0.97 -0.045 0.1 9
-0.766 -0.03 0.391 8
-0.42 -0.025 0.813 9
0.11 0.016 1.41 8
0.791 0.016 2.12 8
1.466 0.023 2.66 9
1.959 0.091 2.688 8
2.235 0.062 2.206 9
2.128 0.035 1.607 8
1.931 0.044 0.993 8
1.669 0.114 0.44 9
1.444 0.19 -0.031 8
1.356 0.21 -0.409 9
1.374 0.218 -0.601 8
1.525 0.32 -0.445 8
1.732 0.369 0.051 9
1.801 0.379 0.868 8
1.642 0.405 1.733 9
1.369 0.461 2.27 8
1.261 0.454 2.008 8
1.064 0.438 1.587 9
0.887 0.473 1.427 8
0.751 0.629 1.313 9
0.623 0.869 1.21 8
0.468 1.099 1.226 8
0.442 1.209 1.236 9
0.387 1.272 1.146 8
0.297 1.411 0.911 8
0.221 1.564 0.677 9
0.098 1.724 0.532 8
-0.15 1.902 0.492 9
-0.364 1.974 0.523 8
-0.725 2.132 0.644 8
-1.244 2.519 0.737 9
-1.275 2.542 0.998 8
-0.762 2.109 1.52 9
-0.159 1.627 2.23 8
0.087 1.709 2.799 8
-0.035 2.052 2.705 9
-0.328 2.18 2.286 8
-0.735 2.137 1.698 9
-1.277 2.064 0.985 8
-1.98 2.132 0.071 8
-2.604 2.182 -1.17 9
-2.658 2.32 -2.046 8
-2.508 2.423 -2.124 9
-2.577 2.427 -1.628 8
-2.874 2.354 -0.794 8
-3.069 2.296 0.206 9
-3.027 2.337 0.964 8
-2.766 2.308 1.479 8
-2.361 2.222 1.925 9
-1.968 2.145 2.381 8
-1.769 2.085 2.745 9
-1.883 1.993 2.777 8
-1.977 1.91 2.311 8
-2.149 1.982 1.523 9
-2.197 2.039 0.643 8
-2.239 2.074 -0.17 9
-2.239 2.06 -0.769 8
-1.976 1.957 -1.052 8
-1.618 2.077 -1.189 9
-1.457 2.184 -1.068 8
-1.228 2.098 -0.735 9
-1.06 1.977 -0.388 8
-1.053 1.936 -0.137 8
-1.187 1.955 0.067 9
-1.215 1.964 0.49 8
-1.173 1.904 0.854 9
-1.281 1.764 1.156 8
-1.4 1.519 1.255 8
-1.364 1.23 1.089 9
-1.102 1.034 0.731 8
-0.596 1.083 0.371 9
-0.287 1.214 0.157 8
-0.219 1.195 -0.152 8
-0.454 1.128 -0.427 9
-0.856 1.073 -0.565 8
-1.054 0.945 -0.632 8
-0.481 0.693 -0.584 9
0.362 0.512 -0.258 8
1.014 0.603 0.048 9
1.037 0.846 0.254 8
0.466 0.991 0.433 8
-0.068 0.78 0.795 9
-0.618 0.503 1.44 8
-1.126 0.335 1.935 9
-1.678 0.359 2.201 8
-2.157 0.458 2.001 8
-2.418 0.547 1.352 9
-2.311 0.664 0.305 8
-1.915 0.793 -0.945 9
-1.479 0.795 -1.926 8
-0.981 0.735 -2.429 8
-0.32 0.69 -2.476 9
0.48 0.707 -2.177 8
1.133 0.766 -1.683 9
1.562 0.733 -0.524 8
0.643 0.623 0.663 8
-0.707 0.382 1.547 9
-1.833 0.101 2.225 8
-2.338 -0.114 2.806 8
-2.223 -0.237 3.135 9
-1.958 -0.168 2.613 8
-1.544 -0.025 1.936 9
-1.375 0.185 1.033 8
-1.559 0.29 0.283 8
-1.275 0.247 -0.556 9
-0.075 0.358 -0.898 8
1.227 0.656 -1.477 9
2.191 1.087 -2.351 8
2.609 1.499 -2.997 8
2.718 1.767 -3.106 9
2.45 1.815 -2.685 8
0.856 1.632 -2.113 9
-0.615 1.271 -1.413 8
-1.233 0.894 -1.543 8
-1.326 0.64 -1.602 9
-0.836 0.594 -1.066 8
0.099 0.641 -0.049 9
1.141 0.484 1.019 8
1.452 0.311 1.052 8
1.208 0.171 0.506 9
0.757 0.012 -0.005 8
0.374 -0.154 -0.184 9
0.181 -0.251 -0.021 8
0.077 -0.059 0.274 8
0.089 0.078 0.429 9
-0.021 0.16 0.678 8
-0.269 0.245 0.778 8
-0.541 0.312 0.668 9
-0.686 0.326 0.332 8
-0.415 0.264 -0.123 9
0.214 0.324 -0.267 8
0.728 0.38 -0.067 8
1.016 0.34 0.231 9
1.163 0.406 0.528 8
1.227 0.739 0.791 9
0.931 0.995 0.936 8
0.592 0.699 0.939 8
0.038 0.359 0.598 9
-0.525 0.059 0.158 8
-0.892 -0.163 -0.128 9
-0.942 -0.298 -0.114 8
-0.749 -0.32 0.163 8
-0.278 -0.256 0.615 9
0.097 -0.108 0.855 8
0.185 0.063 0.669 9
-0.028 0.158 0.017 8
-0.415 0.131 -0.817 8
-0.745 0.136 -1.145 9
-1.027 0.111 -0.89 8
-0.799 0.126 -0.61 9
-0.403 0.158 -0.424 8
-0.008 0.156 -0.277 8
0.363 0.066 -0.062 9
0.643 -0.157 0.212 8
0.564 -0.202 0.081 8
0.468 -0.158 -0.192 9
0.382 -0.04 -0.386 8
0.232 0.041 -0.316 9
-0.028 -0.026 0.069 8
-0.195 -0.142 0.572 8
-0.588 -0.134 0.922 9
-0.892 -0.158 0.946 8
-0.944 -0.154 0.705 9
-0.711 -0.063 0.275 8
-0.318 0.122 -0.235 8
-0.099 0.247 -0.552 9
-0.032 0.159 -0.674 8
0.014 0.062 -0.516 9
0.012 -0.007 -0.11 8
-0.073 -0.001 0.352 8
-0.21 0.093 0.508 9
-0.107 0.046 0.078 8
-0.038 -0.016 -0.292 9
-0.04 -0.016 -0.45 8
-0.151 0.033 -0.452 8
-0.333 0.122 -0.265 9
-0.499 0.253 0.167 8
-0.636 0.415 0.503 8
-0.717 0.365 0.617 9
-0.653 0.152 0.53 8
-0.501 -0.057 0.281 9
-0.338 -0.158 -0.037 8
-0.237 -0.134 -0.297 8
-0.212 -0.08 -0.406 9
-0.285 0.054 -0.42 8
-0.431 0.161 -0.338 9
-0.548 0.173 -0.238 8
-0.558 0.075 -0.118 8
-0.482 -0.061 0.058 9
-0.349 -0.129 0.195 8
-0.211 -0.085 0.361 9
-0.114 -0.006 0.5 8
-0.029 0.016 0.525 8
0.083 -0.078 0.395 9
0.235 -0.299 0.142 8
0.222 -0.406 0.012 9
0.077 -0.345 0.084 8
-0.021 -0.22 0.186 8
-0.151 -0.073 0.234 9
-0.363 0.089 0.212 8
-0.62 0.282 0.177 9
-0.939 0.444 0.127 8
-1.126 0.523 0.079 8
-1.078 0.528 0.019 9
-0.775 0.373 -0.138 8
-0.32 0.061 -0.366 8
0.082 -0.268 -0.501 9
0.318 -0.358 -0.48 8
0.315 -0.355 -0.271 9
0.239 -0.293 -0.005 8
0.21 -0.248 0.245 8
0.243 -0.233 0.395 9
0.212 -0.167 0.372 8
0.177 -0.039 0.113 9
-0.015 -0.019 0.06 8
-0.185 -0.041 -0.018 8
-0.259 -0.067 -0.127 9
-0.221 -0.069 -0.218 8
-0.19 -0.034 -0.251 9
-0.268 0.002 -0.277 8
-0.317 0.055 -0.172 8
-0.348 0.119 -0.036 9
-0.295 0.151 0.061 8
-0.124 0.114 0.089 9
0.117 -0.002 0.061 8
0.288 -0.142 0.051 8
0.336 -0.249 0.097 9
0.234 -0.245 0.15 8
0.097 -0.209 0.23 9
0.038 -0.229 0.321 8
0.148 -0.371 0.336 8
-0.042 -0.3 0.202 9
-0.178 -0.055 0.103 8
-0.315 0.133 0.093 8
-0.497 0.275 0.098 9
-0.692 0.396 0.06 8
-0.778 0.441 0.002 9
-0.723 0.329 -0.173 8
-0.512 0.174 -0.274 8
-0.271 0.04 -0.235 9
-0.089 -0.021 -0.151 8
-0.033 -0.01 -0.099 9
-0.1 -0.003 -0.032 8
-0.149 -0.001 0.025 8
-0.209 0.039 0.042 9
-0.154 0.047 0.031 8
-0.038 0.021 0.042 9
0.052 -0.009 0.065 8
0.101 -0.021 0.016 8
-0.016 0.045 -0.17 9
-0.087 0.081 -0.211 8
-0.088 0.094 -0.334 9
-0.071 0.093 -0.505 8
-0.104 0.097 -0.598 8
-0.234 0.13 -0.504 9
-0.273 0.055 -0.292 8
-0.231 0.037 -0.149 8
-0.145 0.061 -0.162 9
-0.047 0.081 -0.28 8
0.03 0.052 -0.38 9
0.063 -0.07 -0.339 8
