# Accelerometer Data File
# Started @Tue Mar 29 09:29:06 CDT 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LGE Accelerometer
# sensor Resolution: 0.0011901855m/sec^2; Max Range: 39.226593; Min Delay: 8333 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: ft/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
-1.987 5.677 3.616 9
-2.672 6.657 5.101 8
-3.049 7.292 4.385 8
-3.307 7.564 3.313 9
-2.147 6.784 2.43 8
-0.465 5.415 2.613 9
1.037 4.029 3.194 8
1.913 3.052 3.357 8
2.141 2.608 2.748 9
2.759 2.17 3.01 8
2.701 1.9 3.765 8
2.082 1.827 3.76 9
1.23 1.952 2.56 8
0.54 2.086 0.678 9
0.324 1.915 -0.602 8
0.419 1.482 -1.204 8
0.415 1.191 -0.992 9
0.056 1.113 -0.804 8
-0.419 0.991 -0.828 9
-0.763 0.74 -1.054 8
-0.845 0.485 -1.362 8
-0.888 0.405 -1.54 9
-1.125 0.653 -2.271 8
-1.146 0.934 -2.611 9
-0.918 1.061 -2.374 8
-0.619 0.902 -1.873 8
-0.369 0.398 -1.533 9
0.867 -0.426 -0.548 8
2.147 -1.207 1.262 9
2.694 -2.225 2.865 8
3.097 -3.5 3.456 8
4.834 -5.064 2.819 9
9.355 -7.031 1.299 8
15.718 -10.143 -1.082 8
18.86 -12.696 -4.785 9
17.608 -13.63 -6.964 8
12.372 -11.725 -6.407 9
5.941 -7.231 -3.811 8
2.406 -1.896 -1.099 8
3.755 1.326 1.25 9
2.652 3.751 1.902 8
1.038 5.405 1.931 9
-0.891 6.725 1.715 8
-2.88 7.783 1.424 8
-4.446 8.192 1.176 9
-5.143 7.171 1.616 8
-5.728 4.356 1.158 9
-7.809 1.438 -0.003 8
-10.021 -1.964 -1.858 8
-11.112 -6.178 -3.714 9
-10.042 -11.13 -4.018 8
-2.696 -17.014 0.164 9
4.032 -17.767 1.021 8
5.712 -13.703 0.178 8
4.433 -6.308 -1.077 9
2.612 1.747 -1.709 8
1.342 7.662 -1.255 9
-0.294 10.32 -0.422 8
-2.432 11.025 -0.137 8
-3.469 10.66 -0.026 9
-3.259 9.475 0.254 8
-2.374 7.821 1.148 8
-1.735 6.209 2.689 9
-1.906 5.431 2.465 8
-3.468 4.885 2.792 9
-5.068 4.271 2.379 8
-5.689 3.197 2.82 8
-5.348 1.857 3.521 9
-4.823 0.887 2.318 8
-4.563 0.577 1.346 9
-4.575 0.525 1.303 8
-4.331 0.097 1.378 8
-3.685 -0.392 1.466 9
-2.781 -0.633 1.599 8
-1.903 -0.504 1.805 9
-0.949 -0.116 1.847 8
0.019 0.015 2.255 8
0.697 -0.113 2.19 9
1.038 -0.314 2.099 8
1.193 -0.491 2.068 9
1.46 -0.662 1.731 8
2.265 -0.841 0.987 8
2.32 -1.016 0.204 9
2.169 -1.174 -0.415 8
2.156 -1.331 -0.705 8
2.411 -1.369 -0.783 9
2.788 -1.09 -0.94 8
2.561 -0.447 -0.92 9
1.768 -0.111 -0.983 8
1.225 -0.041 -1.232 8
1.267 -0.141 -1.42 9
1.889 -0.311 -1.445 8
2.682 -0.453 -1.367 9
2.271 -0.386 -0.934 8
2.198 -0.354 -0.379 8
2.396 -0.459 0.202 9
2.333 -0.473 0.527 8
1.95 -0.353 0.602 9
0.816 -0.092 0.281 8
0.281 -0.046 -0.672 8
-0.178 -0.122 -1.252 9
-0.31 -0.416 -1.743 8
-0.328 -0.77 -2.101 9
-0.287 -1.059 -2.266 8
-0.072 -1.246 -2.231 8
0.294 -1.353 -2.102 9
0.478 -1.191 -1.897 8
0.592 -0.913 -1.484 9
0.7 -0.632 -1.037 8
0.779 -0.447 -0.67 8
0.724 -0.406 -0.38 9
0.329 -0.438 -0.123 8
0.447 -0.539 0.692 8
0.358 -0.422 1.097 9
0.303 -0.284 1.187 8
0.511 -0.155 1.033 9
1.033 0.067 0.631 8
1.721 -0.036 0.557 8
2.17 -0.357 0.581 9
2.633 -0.905 0.598 8
2.835 -1.504 0.443 9
2.826 -2.045 0.295 8
2.989 -2.493 0.466 8
3.69 -2.605 0.202 9
4.268 -2.568 -0.102 8
4.712 -2.285 -0.406 9
5.016 -1.948 -0.616 8
5.111 -1.679 -0.957 8
4.86 -1.445 -1.798 9
4.085 -1.017 -2.569 8
2.534 -0.272 -3.28 9
1.374 0.044 -4.337 8
0.5 0.24 -5.572 8
-0.326 0.433 -6.146 9
-1.185 0.394 -5.11 8
-1.501 -0.345 -3.601 9
-2.369 -1.399 0.252 8
-3.71 -2.516 3.484 8
-5.098 -3.488 4.743 9
-6.368 -4.171 4.31 8
-7.64 -4.477 3.511 8
-8.896 -4.212 2.599 9
-9.243 -3.814 1.372 8
-8.032 -2.708 -0.754 9
-6.327 -1.256 -2.36 8
-5.265 0.373 -2.908 8
-5.568 2.287 -2.978 9
-6.844 4.183 -3.105 8
-5.959 4.382 -2.778 9
-4.419 3.794 -2.354 8
-2.581 3.322 -1.607 8
-1.35 3.697 -0.16 9
-1.881 5.143 2.238 8
-2.669 5.857 4.662 9
-2.815 6.117 5.483 8
-2.509 6.133 5.27 8
-1.8 5.648 4.883 9
-0.901 4.775 4.458 8
-0.089 3.999 3.582 9
1.001 3.501 3.484 8
2.772 2.554 3.594 8
3.398 2.34 2.45 9
3.351 2.537 1.329 8
2.901 2.754 0.639 8
1.867 2.794 -0.308 9
0.91 2.379 -0.482 8
0.432 1.95 -0.434 9
0.43 1.492 -0.689 8
0.351 1.137 -0.891 8
0.084 0.911 -0.908 9
-0.035 0.742 -0.96 8
-0.389 0.737 -1.11 9
-0.79 0.714 -0.906 8
-0.816 0.508 -1.147 8
-0.755 0.358 -1.429 9
-0.634 0.343 -1.58 8
-0.233 0.341 -1.786 9
0.053 0.308 -1.948 8
0.189 -0.192 -1.213 8
1.113 -1.123 -0.223 9
2.4 -2.088 0.991 8
3.548 -2.825 2.341 9
4.399 -3.384 3.362 8
5.997 -4.458 1.738 8
9.696 -6.29 -1.481 9
12.191 -7.979 -4.132 8
12.709 -9.013 -6.33 9
12.174 -9.194 -7.138 8
11.851 -8.413 -4.667 8
6.494 -5.219 0.232 9
3.079 -1.701 2.687 8
2.104 1.027 3.003 8
1.721 2.628 2.462 9
0.891 3.442 1.843 8
-0.157 4.197 1.216 9
-1.288 4.952 0.798 8
-3.029 5.476 0.141 8
-4.984 5.104 -0.497 9
-6.747 3.619 -0.945 8
-8.103 0.962 -1.528 9
-9.101 -2.773 -2.711 8
-10.07 -6.817 -2.715 8
-6.006 -14.659 1.388 9
0.912 -19.465 2.147 8
6.495 -19.121 1.168 9
8.178 -12.922 0.087 8
5.824 -1.713 -0.953 8
1.418 7.235 -1.425 9
-1.133 11.139 -0.703 8
-2.437 12.425 0.299 9
-3.48 12.362 0.981 8
-4.837 11.741 0.877 8
-6.354 10.855 -0.044 9
-6.431 9.114 0.225 8
-4.865 6.556 0.442 9
-3.179 4.103 0.898 8
-2.178 2.086 1.097 8
-2.242 0.582 0.811 9
-3.102 -0.576 0.207 8
-2.47 -2.114 -0.517 8
-2.278 -2.752 -0.17 9
-3.273 -2.275 1.111 8
-4.552 -1.117 2.386 9
-5.341 0.189 2.831 8
-5.309 1.158 2.18 8
-4.191 1.207 1.666 9
-3.129 1.298 1.256 8
-2.582 1.681 1.908 9
-1.886 1.896 2.594 8
-0.781 1.733 2.675 8
0.449 1.304 2.232 9
1.55 0.633 1.542 8
2.479 0.055 1.129 9
3.224 -0.37 0.646 8
3.596 -0.77 0.211 8
3.626 -1.088 -0.001 9
3.46 -1.144 0.053 8
2.491 -1.1 -0.151 9
2.078 -1.364 -0.037 8
2.12 -1.388 0.085 8
2.091 -1.215 -0.014 9
1.889 -0.939 -0.252 8
1.866 -0.625 -0.328 8
2.235 -0.373 -0.411 9
2.058 -0.281 -0.782 8
2.071 -0.252 -0.977 9
2.005 -0.254 -0.936 8
1.699 -0.245 -0.667 8
1.276 -0.174 -0.241 9
1.03 -0.044 -0.112 8
0.873 -0.139 -0.245 9
0.771 -0.32 -0.485 8
0.564 -0.474 -0.862 8
0.331 -0.556 -1.306 9
0.292 -0.577 -1.639 8
0.004 -0.446 -1.751 9
-0.276 -0.301 -1.796 8
-0.359 -0.209 -1.622 8
-0.214 -0.24 -1.385 9
0.077 -0.381 -1.195 8
0.359 -0.551 -1.042 9
0.442 -0.696 -0.747 8
0.641 -0.821 -0.666 8
0.408 -0.823 -0.704 9
0.115 -0.755 -0.514 8
0.136 -0.677 -0.074 9
0.459 -0.635 0.092 8
0.277 -0.453 0.411 8
0.811 -0.355 0.058 9
1.732 -0.393 -0.129 8
2.385 -0.465 0.002 8
2.474 -0.549 0.361 9
2.18 -0.735 0.745 8
1.865 -1.225 1.202 9
1.983 -1.967 1.605 8
2.445 -2.424 1.041 8
3.15 -2.572 0.29 9
3.901 -2.507 -0.209 8
4.498 -2.369 -0.55 9
5.154 -2.442 -0.47 8
5.398 -2.234 -0.531 8
5.474 -1.954 -0.877 9
5.134 -1.419 -1.316 8
4.288 -0.651 -1.84 9
3.172 0.054 -2.592 8
2.633 0.206 -3.317 8
1.839 0.366 -4.495 9
0.45 0.53 -4.758 8
-1.181 0.377 -3.15 9
-2.856 -0.137 0.101 8
-4.576 -0.787 3.66 8
-5.988 -1.597 5.356 9
-6.984 -2.34 5.081 8
-7.474 -2.977 4.208 8
-7.701 -3.201 3.217 9
-7.975 -2.83 2.173 8
-8.302 -1.906 0.911 9
-6.506 -1.143 -0.75 8
-5.333 0.494 -3.322 8
-4.935 1.744 -3.775 9
-4.629 2.302 -3.298 8
-4.13 2.233 -3.117 9
-3.662 1.807 -3.499 8
-3.428 1.306 -2.809 8
-4.068 2.908 -0.388 9
-4.704 4.975 2.206 8
-4.25 6.213 3.88 9
-2.696 6.141 4.367 8
-1.031 5.07 4.205 8
-0.058 3.729 4.546 9
1.026 2.345 5.999 8
0.193 2.015 6.328 9
0.165 1.486 7.062 8
1.63 0.693 7.268 8
2.698 0.892 3.931 9
2.09 2.317 -1.136 8
2.006 3.28 -3.371 9
1.909 3.076 -2.694 8
1.308 2.431 -1.229 8
0.38 1.924 -0.359 9
-0.179 1.669 -0.241 8
-0.309 1.329 -0.515 8
-0.338 0.951 -0.815 9
-0.435 0.716 -1.013 8
-0.567 0.592 -1.068 9
-0.61 0.545 -1.252 8
-0.448 0.578 -1.901 8
-0.313 0.732 -1.983 9
-0.305 0.734 -1.98 8
-0.447 0.722 -2.005 9
-0.295 0.607 -1.934 8
0.027 0.447 -1.914 8
-0.052 0.424 -2.213 9
0.192 0.324 -1.842 8
1.202 0.044 -2.47 9
1.185 -0.354 -1.821 8
1.617 -1.055 -0.429 8
3.477 -2.219 0.292 9
6.409 -3.828 -1.089 8
8.322 -5.174 -4.389 9
10.219 -6.564 -7.286 8
11.51 -7.052 -7.763 8
11.317 -6.273 -4.316 9
9.832 -4.507 1.102 8
8.14 -2.573 4.064 9
5.608 -1.231 5.178 8
2.465 0.095 3.633 8
0.323 1.205 2.061 9
-0.767 2.09 1.027 8
-1.179 2.841 0.48 8
-1.366 3.532 0.165 9
-1.336 3.646 0.538 8
-0.753 3.098 1.144 9
-0.816 2.236 1.569 8
-2.172 0.93 1.426 8
-4.333 -1.036 0.875 9
-5.979 -3.807 0.554 8
-7.166 -7.201 0.69 9
-8.171 -10.138 0.195 8
-6.965 -13.045 0.552 8
-3.329 -14.234 0.318 9
1.095 -11.996 -1.023 8
3.435 -5.715 -2.391 9
2.442 1.738 -2.106 8
0.477 6.91 -1.816 8
-0.901 9.537 -1.145 9
-1.878 10.252 -0.317 8
-2.737 9.691 0.36 9
-3.563 8.359 0.651 8
-4.474 7.02 0.34 8
-5.042 5.829 0.015 9
-4.928 4.662 -0.085 8
-4.321 3.398 -0.132 8
-3.501 1.998 -0.067 9
-2.734 0.551 0.331 8
-2.241 -0.565 0.42 9
-1.65 -0.909 1.405 8
-0.798 -0.841 2.053 8
0.604 -0.774 1.747 9
1.569 -0.706 0.872 8
0.194 -0.241 0.505 9
-3.152 0.827 0.549 8
-3.728 1.108 0.895 8
-2.579 0.954 1.498 9
-0.967 0.66 1.893 8
0.217 0.406 1.84 9
0.722 0.239 1.485 8
1.075 0.223 1.287 8
1.504 -0.058 1.134 9
1.774 -0.357 1.114 8
1.942 -0.533 1.042 9
2.14 -0.453 0.899 8
2.444 -0.06 0.855 8
2.399 0.22 0.875 9
2.257 0.642 0.459 8
2.263 0.585 0.429 9
2.128 0.364 0.377 8
1.746 0.273 0.02 8
1.315 0.359 -0.491 9
1.13 0.297 -0.486 8
1.198 -0.085 -0.389 8
0.897 -0.298 -0.602 9
0.464 -0.3 -1.103 8
0.079 -0.17 -1.489 9
-0.339 0.0 -1.211 8
-1.092 0.325 -0.652 8
-1.788 0.5 -0.283 9
-2.089 0.361 -0.145 8
-2.173 0.062 -0.17 9
-1.933 -0.305 -0.417 8
-1.15 -0.698 -1.019 8
-1.488 -0.438 -1.608 9
-2.805 0.182 -2.131 8
-2.75 -0.017 -2.818 9
-2.107 -0.484 -3.562 8
-1.341 -0.966 -3.982 8
-0.131 -1.727 -3.621 9
0.79 -2.079 -2.757 8
1.684 -2.099 -1.444 9
2.231 -2.005 -0.218 8
2.766 -1.942 0.391 8
3.194 -1.871 0.421 9
3.014 -1.624 0.409 8
2.784 -1.388 0.321 8
2.697 -1.136 0.556 9
2.754 -0.853 0.724 8
2.716 -0.677 0.746 9
2.432 -0.706 0.76 8
1.995 -0.949 1.021 8
2.222 -1.377 1.581 9
2.853 -2.043 1.887 8
3.684 -2.516 2.184 9
4.737 -2.62 2.373 8
5.645 -2.29 2.379 8
5.866 -1.627 2.209 9
6.337 -1.358 1.791 8
6.714 -1.291 1.369 9
6.777 -1.085 0.669 8
6.313 -0.526 -0.207 8
5.306 0.341 -1.117 9
3.939 1.269 -2.06 8
2.605 2.06 -3.698 9
1.104 2.473 -3.907 8
0.189 2.322 -3.214 8
-0.536 1.585 -1.512 9
-1.535 0.511 1.174 8
-2.872 -0.483 4.27 9
-2.73 -1.498 4.682 8
-3.909 -1.735 3.755 8
-5.893 -2.407 3.536 9
-7.571 -3.697 3.828 8
-8.625 -5.344 3.731 8
-9.482 -6.778 2.182 9
-8.988 -7.005 -1.176 8
-9.16 -5.677 -3.841 9
-9.669 -4.55 -5.283 8
-9.699 -2.366 -5.33 8
-9.114 1.148 -3.948 9
-8.453 4.71 -1.412 8
-7.281 7.149 0.194 9
-4.532 7.821 2.938 8
-1.419 7.581 4.641 8
0.939 7.229 5.626 9
2.23 7.01 6.496 8
2.885 6.623 7.357 9
2.641 6.062 6.095 8
0.936 5.348 2.786 8
-0.119 4.353 0.186 9
-0.228 3.176 -1.688 8
0.423 1.82 -2.546 9
1.411 0.253 -1.64 8
1.253 -0.474 -1.04 8
0.768 -0.501 -1.486 9
0.613 -0.358 -1.455 8
0.339 -0.047 -1.524 9
-0.248 0.386 -1.861 8
-0.811 0.744 -1.875 8
-0.664 0.779 -1.638 9
-0.475 0.738 -1.267 8
-0.524 0.767 -1.04 8
-0.761 0.852 -1.068 9
-0.973 0.983 -1.239 8
-0.853 1.164 -1.235 9
0.003 1.27 -0.734 8
0.293 1.415 -1.042 8
-0.121 1.507 -1.434 9
-0.85 1.639 -1.769 8
-0.944 1.734 -2.045 9
0.471 1.578 -2.222 8
0.802 1.572 -1.557 8
1.858 1.26 -1.41 9
1.955 0.553 -2.105 8
1.774 -0.258 -2.54 9
2.179 -1.17 -1.92 8
3.691 -2.519 -0.175 8
5.772 -3.776 0.804 9
8.744 -5.38 -0.667 8
12.158 -7.116 -4.453 9
14.312 -8.463 -8.343 8
14.394 -9.01 -9.949 8
10.031 -6.955 -1.224 9
5.846 -3.94 5.338 8
2.328 -1.047 6.528 9
0.862 1.14 5.1 8
0.461 2.573 3.111 8
0.28 3.432 1.66 9
0.126 3.956 0.919 8
-0.654 4.206 0.792 8
-1.799 4.343 0.564 9
-2.811 3.402 0.116 8
-3.969 1.087 -0.201 9
-5.151 -2.545 -0.402 8
-5.774 -7.172 -0.807 8
-6.097 -12.007 -0.34 9
-5.331 -16.52 0.241 8
-2.394 -17.075 -0.526 9
0.62 -12.129 -1.643 8
1.744 -3.269 -2.247 8
0.386 5.164 -2.154 9
-0.667 9.451 -1.075 8
-1.688 11.273 0.33 9
-2.668 11.919 0.962 8
-3.73 11.593 1.14 8
-4.728 10.263 1.406 9
-5.216 8.051 2.035 8
-4.898 5.808 1.779 9
-4.761 4.161 1.179 8
-4.257 2.615 0.754 8
-4.018 1.097 0.741 9
-3.895 -0.362 0.975 8
-2.843 -1.722 0.972 8
-0.749 -2.968 0.39 9
0.325 -2.748 0.481 8
-0.066 -1.446 0.193 9
-1.705 0.153 -0.016 8
-3.546 1.221 0.18 8
-4.144 1.227 0.684 9
-3.39 0.803 1.552 8
-2.76 0.714 1.943 9
-2.479 0.841 2.424 8
-1.74 0.733 2.584 8
-0.455 0.338 2.316 9
0.601 0.048 1.967 8
1.216 0.0 1.554 9
2.206 0.077 0.842 8
2.875 0.267 0.561 8
3.337 0.364 0.434 9
3.715 0.254 0.339 8
3.946 -0.025 0.477 9
3.821 -0.271 0.471 8
3.336 -0.44 0.544 8
2.758 -0.519 0.487 9
2.28 -0.573 0.307 8
1.959 -0.632 -0.009 9
1.717 -0.663 -0.498 8
1.456 -0.511 -0.869 8
1.081 -0.292 -0.886 9
0.732 -0.255 -0.752 8
0.419 -0.358 -0.54 8
0.186 -0.447 -0.498 9
0.086 -0.342 -0.935 8
-0.236 -0.052 -1.132 9
-0.274 0.121 -1.454 8
-0.119 0.142 -1.702 8
-0.383 0.14 -1.652 9
-0.912 0.09 -1.382 8
-0.821 -0.172 -1.254 9
-0.83 -0.284 -1.242 8
-0.721 -0.332 -1.472 8
-0.385 -0.347 -1.574 9
0.073 -0.338 -1.369 8
0.468 -0.29 -0.866 9
0.578 -0.195 -0.257 8
0.199 -0.285 -0.061 8
-0.059 -0.592 0.183 9
0.295 -1.094 0.226 8
0.577 -1.485 0.369 9
0.548 -1.601 0.736 8
0.637 -1.492 1.124 8
0.871 -1.15 1.132 9
1.291 -0.87 0.857 8
1.695 -0.745 0.981 8
1.767 -0.629 1.26 9
1.577 -0.513 1.491 8
1.549 -0.555 1.713 9
1.468 -0.789 1.965 8
1.723 -1.183 1.758 8
2.152 -1.548 1.082 9
2.68 -1.772 0.364 8
3.279 -1.861 -0.111 9
3.937 -1.913 -0.359 8
4.371 -1.87 -0.4 8
4.391 -1.759 -0.703 9
4.673 -1.858 -1.075 8
5.044 -1.925 -1.572 9
5.242 -1.768 -2.168 8
5.109 -1.374 -2.733 8
4.535 -0.719 -3.349 9
3.242 0.033 -4.032 8
1.896 0.525 -4.931 9
0.636 0.614 -5.189 8
-0.588 0.269 -4.285 8
-1.971 -0.399 -2.281 9
-3.873 -0.639 0.626 8
-5.025 -1.213 3.236 9
-5.364 -2.097 4.107 8
-5.418 -3.059 3.775 8
-5.933 -3.619 2.994 9
-7.425 -3.301 2.26 8
-8.344 -2.88 1.107 8
-7.575 -1.789 -0.678 9
-6.529 -0.445 -1.556 8
-6.145 1.371 -2.079 9
-6.292 3.165 -2.315 8
-5.842 3.792 -1.714 8
-3.598 2.976 -1.872 9
-1.611 2.155 -1.536 8
-1.514 1.758 -1.062 9
-2.651 2.489 -0.301 8
-3.955 4.231 0.98 8
-4.527 5.89 2.834 9
-4.156 5.917 4.198 8
-2.737 5.015 3.633 9
-1.331 4.16 2.551 8
-0.093 3.457 1.723 8
0.944 2.669 1.92 9
1.683 1.547 3.65 8
1.67 1.093 5.336 9
2.025 0.845 6.538 8
2.835 0.86 4.925 8
3.023 1.375 1.953 9
2.219 2.202 -0.667 8
1.056 2.733 -1.939 9
0.784 2.324 -1.449 8
0.592 1.893 -1.082 8
0.421 1.673 -1.255 9
0.332 1.563 -1.466 8
0.351 1.431 -1.483 8
0.428 1.195 -1.488 9
0.261 0.94 -1.291 8
-0.159 0.865 -1.679 9
0.241 0.751 -2.181 8
0.115 0.773 -2.286 8
-0.434 0.88 -2.17 9
0.197 0.803 -2.515 8
0.218 0.915 -2.282 9
-1.22 1.056 -1.19 8
-1.434 0.654 0.041 8
-0.459 0.146 0.965 9
0.886 -0.407 1.966 8
1.759 -1.448 3.762 9
3.324 -2.938 3.569 8
5.759 -4.981 1.238 8
7.876 -7.019 -1.293 9
9.96 -8.733 -4.492 8
12.209 -9.832 -7.944 9
14.134 -10.007 -9.947 8
12.448 -8.455 -7.93 8
7.499 -5.479 -2.739 9
3.484 -2.127 1.191 8
1.587 0.736 3.154 8
1.403 2.674 3.682 9
1.489 3.767 3.713 8
0.383 4.765 2.9 9
-0.697 5.496 1.966 8
-1.901 5.993 1.132 8
-3.394 5.934 0.434 9
-4.961 5.08 -0.154 8
-6.167 3.275 -0.707 9
-7.941 0.516 -1.404 8
-9.228 -3.205 -1.751 8
-9.116 -8.45 -0.721 9
-5.741 -14.292 0.584 8
-0.099 -18.96 1.41 9
4.048 -19.771 1.619 8
4.672 -13.361 0.276 8
3.886 -3.182 -1.576 9
2.535 4.678 -2.036 8
0.835 9.443 -1.6 9
-1.053 11.679 -0.847 8
-2.888 12.319 0.007 8
-3.959 11.84 0.692 9
-4.886 10.704 1.113 8
-4.483 8.56 1.605 9
-3.174 6.149 2.171 8
-1.666 4.097 2.596 8
-0.606 2.617 2.564 9
-0.564 1.638 2.067 8
-2.352 1.135 1.163 8
-4.674 0.689 1.511 9
-6.288 0.216 2.341 8
-6.644 -0.127 2.738 9
-5.959 -0.098 2.409 8
-3.903 0.122 1.307 8
-2.823 0.261 0.998 9
-2.289 0.247 0.613 8
-1.956 0.265 0.609 9
-1.487 0.386 0.937 8
-0.632 0.557 1.127 8
0.429 0.531 0.753 9
1.315 0.222 0.886 8
1.655 -0.107 0.931 9
1.824 -0.329 0.926 8
2.116 -0.474 0.864 8
2.601 -0.687 0.614 9
3.237 -0.937 0.241 8
3.341 -1.222 0.181 9
2.941 -1.366 0.034 8
2.37 -1.384 -0.125 8
1.941 -1.331 -0.208 9
1.862 -1.235 -0.208 8
2.255 -0.953 -0.259 8
2.179 -0.371 -0.522 9
1.786 0.083 -0.634 8
1.527 0.256 -0.534 9
1.502 0.198 -0.265 8
1.445 0.09 0.05 8
1.439 -0.134 0.145 9
1.011 -0.391 0.126 8
0.782 -0.453 0.093 9
0.734 -0.458 -0.1 8
0.554 -0.455 -0.432 8
-0.059 -0.363 -0.667 9
-0.181 -0.239 -0.466 8
0.162 -0.168 -0.888 9
-0.004 -0.063 -1.108 8
-0.295 -0.03 -1.318 8
-0.437 -0.113 -1.623 9
-0.517 -0.245 -1.863 8
-0.683 -0.224 -1.787 9
-0.776 -0.15 -1.786 8
-0.836 -0.161 -1.414 8
-0.845 -0.283 -1.114 9
-0.76 -0.509 -0.946 8
-0.557 -0.771 -0.581 9
-0.349 -0.915 -0.593 8
0.138 -1.022 -0.734 8
0.638 -1.024 -0.653 9
0.942 -0.902 -0.462 8
1.29 -0.744 -0.306 8
2.128 -0.695 -0.214 9
2.553 -0.702 0.102 8
1.705 -0.531 0.834 9
1.662 -0.75 1.473 8
1.91 -1.138 1.626 8
2.025 -1.505 1.12 9
2.18 -1.858 0.162 8
3.308 -2.432 -0.01 9
4.207 -2.696 -0.045 8
4.846 -2.661 -0.061 8
5.365 -2.456 -0.192 9
5.891 -2.2 -0.523 8
6.445 -1.93 -1.109 9
6.557 -1.374 -1.896 8
5.373 -0.394 -2.651 8
4.033 0.511 -2.993 9
2.758 1.241 -3.508 8
1.681 1.602 -4.055 9
0.738 1.404 -3.746 8
-0.478 0.903 -2.215 8
-2.092 0.409 -0.24 9
-4.023 -0.462 2.325 8
-4.871 -1.9 3.864 9
-4.633 -3.649 3.787 8
-4.684 -5.136 2.737 8
-5.384 -5.908 1.67 9
-7.38 -5.477 0.286 8
-8.634 -4.666 -0.976 8
-8.193 -3.547 -1.895 9
-6.601 -2.182 -2.17 8
-5.486 -0.638 -1.649 9
-5.985 1.772 -2.001 8
-7.663 3.832 -2.278 8
-7.253 4.097 -2.683 9
-4.72 3.092 -3.006 8
-1.969 2.086 -2.753 9
-1.712 2.518 -1.386 8
-3.139 4.768 0.993 8
-4.201 6.467 3.509 9
-4.33 6.88 4.916 8
-3.556 6.505 4.922 9
-2.264 5.829 3.941 8
-0.963 4.999 2.845 8
0.249 3.657 2.422 9
1.387 2.668 3.017 8
2.041 2.267 4.598 9
2.573 2.241 5.208 8
2.881 2.404 4.084 8
2.382 2.715 1.925 9
1.664 3.141 0.285 8
1.461 3.143 -0.547 8
1.318 2.721 -0.82 9
1.164 2.186 -0.647 8
0.981 1.751 -0.176 9
0.764 1.454 0.342 8
0.588 1.17 0.256 8
0.422 1.135 0.023 9
0.135 1.159 -0.182 8
-0.189 1.117 -0.767 9
-0.511 0.971 -1.744 8
-0.843 0.779 -2.614 8
-1.076 0.744 -2.47 9
-0.824 0.387 -2.273 8
-1.216 0.117 -1.426 9
-0.865 -0.534 -0.63 8
0.306 -1.556 -0.056 8
1.102 -2.432 0.715 9
3.602 -3.567 1.116 8
7.045 -5.102 -0.04 9
10.265 -7.157 -2.162 8
12.247 -9.024 -5.238 8
12.804 -10.194 -8.443 9
12.332 -10.415 -9.815 8
9.658 -8.613 -4.596 9
6.116 -5.154 0.282 8
4.198 -1.716 2.431 8
3.379 0.853 3.189 9
2.743 2.358 3.336 8
1.663 3.202 2.681 8
0.409 4.179 2.027 9
-0.977 4.797 1.329 8
-2.367 4.837 0.736 9
-3.737 4.188 0.267 8
-4.841 2.681 -0.161 8
-5.382 0.395 -0.65 9
-6.272 -2.034 -0.796 8
-6.599 -4.556 -0.903 9
-3.808 -8.502 0.415 8
0.615 -12.139 1.582 8
4.6 -13.922 1.667 9
6.298 -12.756 0.968 8
5.042 -6.304 0.308 9
1.703 1.945 -1.237 8
-1.247 7.332 -1.599 8
-3.294 9.969 -0.993 9
-4.543 10.817 -0.132 8
-5.361 10.743 0.29 9
-5.661 9.794 0.151 8
-5.311 8.062 0.829 8
-4.336 6.08 1.672 9
-3.794 4.43 2.124 8
-4.133 3.27 1.873 9
-4.75 2.235 1.018 8
-4.047 0.722 0.421 8
-4.022 -0.551 1.133 9
-4.13 -1.653 1.403 8
-3.149 -2.39 1.36 8
-1.226 -2.427 1.381 9
-0.028 -1.452 1.605 8
-1.038 0.501 1.159 9
-2.787 2.045 0.277 8
-3.72 2.411 0.064 8
-3.321 1.905 0.461 9
-1.946 1.133 1.033 8
-0.587 0.663 1.276 9
0.094 0.319 1.183 8
0.645 -0.073 1.261 8
0.979 -0.398 1.455 9
1.343 -0.554 1.312 8
1.8 -0.505 0.804 9
2.119 -0.39 0.569 8
2.482 -0.547 0.635 8
2.919 -0.787 0.45 9
3.025 -0.976 0.192 8
2.922 -1.016 0.025 9
2.734 -0.885 -0.052 8
2.497 -0.636 -0.148 8
2.312 -0.381 -0.06 9
2.057 -0.229 0.039 8
1.877 -0.168 0.134 8
1.86 -0.252 0.033 9
1.721 -0.38 -0.242 8
1.103 -0.47 -0.462 9
0.447 -0.718 -0.431 8
0.278 -0.911 -0.147 8
0.089 -0.904 -0.469 9
0.003 -0.731 -0.708 8
-0.051 -0.437 -0.548 9
-0.4 -0.033 -0.324 8
-0.773 0.604 -0.316 8
