# Accelerometer Data File
# Started @Tue Mar 29 09:29:06 CDT 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LGE Accelerometer
# sensor Resolution: 0.0011901855m/sec^2; Max Range: 39.226593; Min Delay: 8333 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: ft/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
1.393 0.097 -6.671 8
0.212 0.677 -6.539 9
-1.117 1.019 -4.821 8
-2.844 1.019 -1.473 9
-4.547 0.472 2.7 8
-5.036 -0.706 5.68 8
-4.4 -2.805 6.006 9
-4.71 -4.231 4.935 8
-6.277 -5.212 3.899 9
-8.061 -5.736 2.817 8
-8.821 -5.658 1.1 8
-8.295 -4.793 -1.452 9
-6.814 -3.078 -3.282 8
-5.75 -0.929 -4.605 9
-6.015 1.0 -4.399 8
-6.97 2.873 -3.829 8
-7.337 4.629 -3.835 9
-6.029 4.987 -2.749 8
-5.175 4.738 -1.503 8
-2.951 4.208 0.069 9
-1.492 4.367 1.597 8
-1.24 5.061 3.196 9
-1.486 5.565 5.031 8
-0.926 5.112 6.868 8
0.686 3.877 12.209 9
-0.632 4.077 12.6 8
-2.478 4.979 7.182 9
-2.566 5.559 0.778 8
-0.323 5.374 -2.082 8
1.52 5.459 -2.893 9
2.677 4.634 -2.078 8
3.173 3.808 -0.922 9
3.027 3.309 -0.399 8
2.445 3.093 -0.503 8
1.735 2.921 -0.775 9
1.233 2.501 -0.814 8
0.401 2.118 -0.688 9
0.296 1.7 -0.774 8
0.376 1.29 -1.053 8
0.4 0.841 -1.118 9
0.352 0.33 -0.828 8
0.332 -0.107 -1.037 9
-0.208 -0.317 -1.127 8
-1.191 -0.361 -0.922 8
-1.455 -0.516 -0.687 9
-0.725 -0.873 -0.79 8
0.375 -1.369 -1.198 8
0.155 -1.809 -0.82 9
0.753 -2.398 -0.349 8
1.997 -3.038 -0.471 9
3.814 -3.72 -0.97 8
6.629 -4.793 -1.794 8
10.393 -6.449 -2.722 9
13.251 -8.042 -2.852 8
14.288 -8.741 -1.573 9
14.559 -8.816 -0.403 8
11.525 -7.483 0.192 8
5.065 -4.177 0.168 9
1.237 -0.775 0.196 8
1.883 1.527 -0.185 9
1.621 2.666 -0.128 8
0.816 3.318 0.522 8
-0.378 3.998 0.897 9
-1.717 4.709 0.878 8
-3.094 5.146 0.651 9
-4.858 4.927 0.081 8
-6.402 2.796 -0.235 8
-7.673 -0.138 -0.798 9
-8.588 -3.818 -1.85 8
-8.176 -8.888 -2.171 8
-5.174 -15.188 -1.034 9
1.397 -19.764 -0.992 8
7.764 -18.869 -0.223 9
8.559 -11.249 1.386 8
5.354 -1.166 1.501 8
1.271 6.684 0.678 9
-1.24 10.106 0.464 8
-3.421 12.816 1.223 9
-4.391 12.725 0.947 8
-5.851 12.403 -0.369 8
-7.244 11.294 -0.875 9
-6.832 9.082 0.585 8
-4.46 6.075 2.602 9
-3.363 3.748 2.367 8
-3.5 2.219 2.472 8
-3.189 1.088 2.227 9
-2.712 0.17 1.66 8
-1.876 -0.641 0.877 9
-0.75 -1.263 0.266 8
-1.028 -1.176 0.933 8
-2.388 -0.442 1.255 9
-3.917 0.422 0.866 8
-4.763 0.92 0.269 9
-4.932 1.112 0.062 8
-4.802 1.229 0.692 8
-4.371 1.059 2.193 9
-3.981 0.765 3.651 8
-2.686 0.335 3.65 8
-0.841 -0.121 2.956 9
0.953 -0.452 2.171 8
2.256 -0.535 1.469 9
3.479 -0.381 0.144 8
4.203 -0.253 -0.271 8
4.61 -0.099 -0.418 9
4.623 -0.092 -0.547 8
4.136 -0.25 -0.484 9
3.243 -0.526 -0.061 8
2.578 -1.007 0.164 8
2.61 -1.023 -0.279 9
2.087 -0.698 -0.718 8
1.289 -0.298 -1.129 9
0.891 -0.084 -1.228 8
1.307 -0.152 -0.796 8
1.742 -0.19 -0.279 9
1.925 -0.212 -0.106 8
1.856 -0.198 -0.248 9
1.834 -0.197 -0.422 8
1.828 -0.268 -0.591 8
1.635 -0.414 -0.838 9
1.192 -0.466 -1.098 8
0.606 -0.436 -1.581 9
0.36 -0.662 -1.708 8
0.162 -1.037 -1.686 8
-0.063 -1.382 -1.585 9
-0.22 -1.546 -1.409 8
-0.189 -1.519 -1.329 8
0.213 -1.391 -1.16 9
0.617 -1.213 -0.549 8
0.646 -0.982 -0.304 9
0.379 -0.838 -0.503 8
0.212 -0.934 -0.627 8
0.455 -1.162 -0.136 9
0.393 -1.141 0.39 8
0.328 -0.895 0.26 9
0.492 -0.634 -0.195 8
0.902 -0.552 -0.496 8
1.401 -0.726 -0.287 9
1.839 -0.979 0.226 8
2.139 -1.23 0.398 9
2.541 -1.67 0.878 8
2.922 -2.003 1.118 8
3.259 -2.073 0.911 9
3.631 -1.892 0.373 8
4.211 -1.594 -0.383 9
4.893 -1.418 -1.107 8
5.585 -1.368 -1.443 8
6.046 -1.27 -1.778 9
6.137 -1.056 -2.314 8
5.869 -0.772 -3.024 8
5.462 -0.53 -3.715 9
4.209 0.05 -4.983 8
2.339 0.671 -5.105 9
0.013 1.042 -3.839 8
-2.527 1.074 -1.215 8
-5.017 0.819 2.297 9
-7.293 0.232 5.341 8
-7.77 -1.138 5.915 9
-7.158 -2.693 5.395 8
-6.925 -4.541 4.313 8
-7.048 -6.008 2.672 9
-6.841 -6.195 0.482 8
-7.267 -5.334 -1.045 9
-6.464 -4.164 -2.26 8
-5.475 -2.057 -4.118 8
-6.072 1.008 -4.896 9
-7.218 3.692 -4.191 8
-6.585 4.319 -2.956 9
-5.284 3.487 -2.248 8
-3.058 3.014 -3.237 8
-1.423 3.033 -2.259 9
-1.214 3.6 -0.547 8
-2.221 4.597 1.157 9
-3.411 5.684 2.698 8
-3.809 6.265 3.577 8
-3.761 6.224 3.911 9
-2.411 5.096 4.177 8
-0.86 3.686 4.034 8
0.323 2.792 3.924 9
1.284 2.685 4.73 8
2.501 2.355 6.797 9
2.559 2.321 6.22 8
1.488 3.074 2.234 8
0.938 3.781 -1.335 9
1.339 3.987 -2.875 8
2.111 3.681 -2.88 9
2.945 2.92 -1.688 8
2.598 2.119 0.048 8
1.717 1.566 0.679 9
0.814 1.195 0.969 8
0.26 0.936 1.055 9
0.207 0.742 0.61 8
0.377 0.593 0.149 8
0.524 0.374 -0.546 9
-0.032 0.315 -1.017 8
-0.674 0.252 -1.335 9
-1.133 0.141 -1.663 8
-1.416 0.026 -2.061 8
-0.962 -0.215 -1.996 9
-0.747 -0.445 -1.197 8
-0.294 -0.818 -0.552 8
0.872 -1.369 0.075 9
2.844 -2.175 0.403 8
5.447 -3.309 -0.303 9
8.84 -4.671 -3.151 8
11.83 -5.952 -5.073 8
14.806 -7.662 -5.197 9
15.943 -9.272 -3.888 8
14.041 -9.722 -2.137 9
8.995 -7.866 -1.019 8
2.449 -3.507 -0.406 8
0.09 0.06 -0.061 9
0.218 2.22 0.663 8
0.207 3.449 1.414 9
-0.884 4.197 2.089 8
-2.617 4.623 2.702 8
-4.49 4.191 2.495 9
-5.703 1.968 1.281 8
-6.933 -1.018 -0.162 9
-7.695 -4.864 -1.227 8
-7.139 -9.806 -1.453 8
-4.456 -15.399 -0.957 9
0.75 -18.307 -1.734 8
5.335 -15.485 -1.721 9
5.331 -7.31 -0.845 8
2.546 1.955 -0.312 8
-0.626 8.931 -0.116 9
-2.438 12.217 0.589 8
-3.314 13.116 1.482 8
-4.056 12.584 1.26 9
-5.021 11.888 0.908 8
-5.936 10.583 0.596 9
-5.733 8.973 0.616 8
-4.532 5.689 2.299 8
-3.292 2.943 3.502 9
-3.289 1.03 3.445 8
-3.619 -0.439 2.415 9
-3.064 -1.771 1.177 8
-1.943 -2.742 0.574 8
-1.609 -2.81 0.966 9
-2.132 -1.834 0.479 8
-4.41 0.147 0.73 9
-5.5 1.5 1.061 8
-5.115 2.069 0.934 8
-3.936 2.019 0.718 9
-3.003 1.663 1.267 8
-2.455 1.434 2.142 9
-1.47 0.987 3.305 8
-0.087 0.331 3.039 8
1.28 -0.268 1.861 9
2.321 -0.581 0.599 8
2.93 -0.521 -0.11 9
3.226 -0.302 -0.414 8
3.717 -0.239 -0.321 8
3.595 -0.163 -0.076 9
3.361 -0.24 0.134 8
3.333 -0.465 0.204 8
3.445 -0.665 0.105 9
3.239 -0.708 -0.185 8
2.74 -0.669 -0.544 9
2.217 -0.529 -0.702 8
1.796 -0.346 -0.815 8
1.496 -0.257 -0.928 9
1.222 -0.381 -0.945 8
0.66 -0.496 -1.015 9
0.492 -0.573 -0.734 8
1.215 -0.623 -0.399 8
1.821 -0.43 -0.289 9
1.615 -0.098 -0.309 8
0.683 0.0 -0.103 9
0.496 -0.272 0.214 8
0.439 -0.434 0.02 8
0.298 -0.601 -0.542 9
0.268 -0.821 -1.13 8
0.452 -1.083 -1.564 9
0.78 -1.312 -1.834 8
0.982 -1.315 -1.746 8
0.972 -1.118 -1.39 9
0.457 -0.66 -0.9 8
-0.183 -0.286 -0.757 8
-0.662 -0.256 -0.989 9
-0.912 -0.613 -1.204 8
-0.887 -1.115 -1.45 9
-0.405 -1.556 -0.885 8
0.343 -1.814 -0.479 8
1.053 -1.738 -0.219 9
1.715 -1.387 0.005 8
2.514 -1.001 0.282 9
2.832 -0.647 0.979 8
3.088 -0.9 1.622 8
3.398 -1.409 2.287 9
3.779 -1.916 2.391 8
4.208 -2.252 1.854 9
4.628 -2.348 1.14 8
4.93 -2.233 0.304 8
5.325 -2.048 -0.45 9
5.698 -1.767 -1.308 8
6.04 -1.537 -2.259 9
6.289 -1.44 -3.299 8
6.258 -1.389 -4.455 8
5.079 -0.686 -5.861 9
2.46 0.347 -6.966 8
0.909 0.829 -6.933 9
-0.433 0.853 -5.463 8
-2.333 0.668 -2.327 8
-4.701 0.4 2.381 9
-6.362 -0.509 5.92 8
-6.86 -2.115 6.367 8
-6.762 -3.515 5.343 9
-6.87 -4.702 3.946 8
-7.335 -5.63 2.485 9
-7.629 -6.006 0.576 8
-7.547 -5.096 -1.574 8
-6.581 -4.06 -1.915 9
-5.99 -2.393 -2.282 8
-6.322 0.122 -3.125 9
-7.328 2.718 -4.272 8
-7.866 3.816 -5.145 8
-5.147 2.662 -5.116 9
-3.931 2.238 -3.936 8
-3.946 3.701 -1.82 9
-4.665 6.121 0.875 8
-5.227 8.058 3.668 8
-4.754 8.344 5.999 9
-3.774 7.758 7.014 8
-2.186 6.782 7.13 9
-0.796 6.032 8.001 8
-0.274 5.787 8.433 8
-0.193 5.762 7.132 9
0.78 5.268 3.502 8
1.667 4.891 0.014 8
2.156 4.632 -1.723 9
3.058 4.043 -1.951 8
3.992 3.156 -1.632 9
4.268 2.201 -1.133 8
3.361 1.493 -0.146 8
2.347 1.154 0.397 9
1.43 1.159 0.671 8
1.203 1.033 0.127 9
1.048 0.809 -0.514 8
0.543 0.485 -0.505 8
-0.171 -0.034 0.327 9
-0.588 -0.464 0.076 8
-1.013 -0.698 -0.535 9
-1.03 -0.872 -1.23 8
-0.895 -1.13 -1.303 8
-0.561 -1.593 -0.763 9
0.391 -2.296 -0.285 8
1.73 -2.812 1.231 9
2.82 -3.19 1.211 8
3.831 -4.005 0.177 8
6.018 -5.42 -1.575 9
9.559 -7.287 -3.245 8
13.093 -9.169 -3.966 9
13.935 -10.035 -6.531 8
13.382 -9.255 -7.629 8
10.105 -6.286 -5.854 9
5.882 -2.377 -2.755 8
2.646 1.101 0.003 8
1.368 3.283 1.538 9
0.355 4.358 2.127 8
-0.407 4.754 2.315 9
-1.474 5.053 2.04 8
-2.705 5.276 1.434 8
-3.929 5.059 0.648 9
-5.141 3.87 -0.221 8
-6.795 2.046 -1.291 9
-6.692 -1.029 -2.363 8
-5.988 -5.516 -2.346 8
-4.719 -11.08 -1.379 9
-2.545 -16.515 -0.413 8
0.945 -19.819 -0.662 9
5.073 -18.313 -0.427 8
5.998 -9.597 -0.43 8
3.535 0.25 -0.106 9
0.383 7.597 0.533 8
-1.674 11.322 1.316 9
-2.772 12.767 1.977 8
-3.639 12.861 1.855 8
-4.564 12.032 1.415 9
-5.23 10.66 0.848 8
-5.32 8.993 0.773 9
-4.93 7.279 1.266 8
-4.094 4.148 2.324 8
-3.562 2.283 2.416 9
-3.545 0.857 2.151 8
-3.77 -0.329 2.065 8
-3.316 -1.488 1.707 9
-1.971 -2.377 1.06 8
-0.658 -2.32 0.824 9
-1.17 -1.19 1.31 8
-3.481 0.287 1.227 8
-4.713 1.136 1.001 9
-4.783 1.535 1.223 8
-4.202 1.713 1.968 9
-3.498 1.665 2.621 8
-3.167 1.432 2.805 8
-1.791 0.831 2.729 9
0.087 0.051 1.863 8
1.482 -0.587 1.219 9
2.32 -0.993 0.984 8
3.607 -1.342 0.1 8
4.355 -1.083 -0.296 9
4.589 -0.726 -0.374 8
4.376 -0.52 -0.398 9
3.789 -0.388 -0.307 8
3.098 -0.292 -0.06 8
2.72 -0.318 0.212 9
2.534 -0.355 -0.215 8
1.925 -0.188 -1.073 8
1.385 0.03 -1.475 9
1.152 0.112 -1.401 8
1.29 0.016 -0.943 9
1.659 -0.11 -0.161 8
1.676 -0.268 0.151 8
1.87 -0.562 0.222 9
1.805 -0.942 0.466 8
1.497 -1.307 0.649 9
1.064 -1.522 0.462 8
0.642 -1.472 -0.231 8
0.8 -1.298 -1.104 9
0.339 -0.983 -1.431 8
-0.05 -0.874 -2.082 9
-0.061 -0.953 -2.712 8
0.194 -1.019 -2.915 8
0.274 -0.816 -2.656 9
0.422 -0.378 -2.269 8
0.379 0.137 -1.928 9
0.313 0.253 -1.658 8
0.387 0.043 -1.188 8
0.55 -0.283 -0.634 9
0.506 -0.557 -0.57 8
0.156 -0.767 -0.436 9
-0.024 -0.867 0.184 8
-0.08 -0.814 0.295 8
0.149 -0.789 0.236 9
0.712 -0.898 0.364 8
1.416 -1.1 0.623 8
1.828 -1.507 1.38 9
1.965 -1.857 2.034 8
2.31 -2.174 2.308 9
2.905 -2.386 2.038 8
3.639 -2.425 1.351 8
4.351 -2.265 0.661 9
4.933 -1.889 -0.339 8
5.535 -1.644 -0.815 9
5.817 -1.478 -1.161 8
5.782 -1.279 -1.566 8
5.448 -0.96 -2.141 9
4.747 -0.497 -2.98 8
3.566 -0.001 -4.676 9
1.669 0.492 -6.573 8
-0.032 0.817 -6.909 8
-1.568 0.888 -5.584 9
-3.121 0.654 -2.9 8
-4.702 0.063 0.829 9
-5.57 -1.505 4.772 8
-5.427 -3.282 6.013 8
-5.435 -4.464 5.301 9
-5.753 -4.923 3.66 8
-6.409 -4.793 2.014 8
-7.542 -4.271 0.867 9
-8.166 -3.392 -0.609 8
-6.931 -2.677 -1.665 9
-6.045 -0.961 -2.485 8
-6.297 1.439 -3.396 8
-6.967 3.467 -4.33 9
-6.153 3.895 -4.681 8
-4.776 3.624 -4.066 9
-3.328 3.021 -3.52 8
-3.159 3.567 -0.877 8
-3.286 5.032 1.575 9
-3.05 6.523 2.864 8
-3.027 7.021 5.163 9
-2.455 6.307 6.41 8
-1.048 5.027 6.602 8
0.56 3.794 9.26 9
0.867 3.293 11.024 8
-0.15 3.529 8.396 9
-0.302 3.625 0.976 8
1.636 3.704 -1.944 8
2.912 3.911 -2.607 9
3.26 3.644 -2.317 8
2.715 3.099 -1.67 9
1.631 2.631 -1.174 8
0.649 2.428 -1.309 8
0.671 1.917 -1.05 9
0.892 1.313 -0.469 8
0.727 0.809 -0.055 8
0.303 0.436 0.045 9
-0.119 0.198 -0.237 8
-0.373 0.121 -0.965 9
0.056 0.208 -1.773 8
-0.073 0.328 -2.0 8
-0.628 0.5 -1.526 9
-1.093 0.534 -1.39 8
-1.133 0.355 -1.544 9
-0.779 0.113 -0.311 8
0.632 -0.282 -0.01 8
1.427 -0.687 -0.327 9
2.057 -1.316 1.573 8
2.998 -2.343 3.593 9
4.234 -3.683 3.937 8
5.267 -5.01 3.229 8
8.837 -7.362 1.167 9
11.878 -9.356 -1.471 8
13.89 -10.827 -5.274 9
14.419 -11.01 -8.804 8
12.355 -9.145 -10.404 8
6.082 -4.849 -8.992 9
2.37 -0.75 -4.072 8
2.47 1.323 0.028 9
1.996 3.02 2.185 8
0.757 4.619 3.083 8
-0.595 6.074 3.465 9
-1.904 7.378 3.372 8
-2.885 7.807 2.711 8
-3.738 6.562 2.139 9
-5.256 4.096 1.407 8
-7.107 1.042 0.265 9
-8.585 -2.501 -1.303 8
-8.948 -7.256 -2.864 8
-6.167 -12.979 -1.77 9
0.145 -18.435 0.761 8
5.174 -18.678 -0.219 9
6.719 -13.444 -2.434 8
5.097 -4.899 -3.243 8
2.937 3.549 -2.678 9
0.479 8.269 -0.424 8
-1.982 10.626 0.958 9
-3.943 11.744 1.261 8
-5.119 11.899 0.935 8
-5.499 11.084 0.804 9
-5.301 9.202 1.851 8
-4.499 7.411 2.391 9
-3.005 5.197 3.108 8
-0.562 2.574 3.029 8
0.255 1.422 1.914 9
-1.845 0.909 0.719 8
-4.002 0.881 0.657 8
-6.74 0.748 1.655 9
-7.53 0.199 2.629 8
-6.527 -0.417 2.402 9
-5.101 -0.696 1.854 8
-4.165 -0.497 1.692 8
-3.428 -0.086 1.534 9
-3.159 0.016 1.608 8
-1.914 0.212 2.234 9
-0.888 0.41 2.872 8
-0.659 0.576 3.205 8
-0.877 0.631 3.13 9
-0.26 0.432 2.746 8
1.018 0.159 1.91 9
2.4 -0.29 0.89 8
3.223 -0.547 0.183 8
3.689 -0.613 -0.308 9
3.978 -0.609 -0.67 8
3.858 -0.659 -0.727 9
2.991 -0.779 -0.52 8
2.884 -0.925 -0.51 8
2.855 -0.985 -0.847 9
2.593 -0.841 -1.223 8
1.949 -0.503 -1.39 9
0.965 -0.194 -1.468 8
0.432 0.054 -1.734 8
0.267 0.064 -1.413 9
0.518 -0.058 -0.374 8
0.994 -0.26 0.705 8
1.43 -0.481 1.122 9
1.588 -0.638 0.622 8
1.188 -0.741 0.244 9
0.765 -0.789 -0.309 8
0.603 -0.865 -1.004 8
0.749 -0.985 -1.628 9
1.096 -1.081 -1.962 8
1.418 -1.018 -1.886 9
1.321 -0.872 -1.568 8
0.968 -0.791 -1.119 8
0.393 -0.823 -0.644 9
0.186 -0.941 -0.486 8
0.503 -1.096 -0.694 9
0.651 -1.237 -0.783 8
0.555 -1.16 -0.263 8
0.285 -0.966 -0.785 9
0.478 -1.005 -1.208 8
0.876 -1.158 -1.485 9
1.256 -1.322 -1.663 8
1.864 -1.625 -1.465 8
2.602 -1.784 -1.403 9
3.097 -1.825 -1.023 8
3.488 -1.947 -0.358 9
3.877 -2.093 0.295 8
4.281 -2.124 0.576 8
4.624 -1.921 0.234 9
5.022 -1.651 0.379 8
5.393 -1.305 0.086 8
5.689 -1.038 -0.32 9
5.759 -0.861 -0.718 8
5.499 -0.685 -1.228 9
4.945 -0.352 -2.178 8
4.063 0.302 -3.045 8
2.85 0.909 -4.202 9
1.533 1.295 -5.164 8
-0.306 1.606 -4.795 9
-2.453 1.753 -2.814 8
-3.41 1.142 -0.531 8
-3.806 -0.718 2.733 9
-4.482 -2.449 4.821 8
-5.411 -3.583 4.895 9
-6.743 -4.59 4.079 8
-8.285 -5.623 3.23 8
-8.938 -5.65 1.695 9
-9.185 -5.135 -0.494 8
-7.826 -4.193 -2.428 9
-6.089 -3.087 -3.546 8
-4.982 -1.713 -3.456 8
-5.396 0.191 -2.937 9
-7.688 3.03 -3.58 8
-7.652 4.452 -4.221 8
-6.701 4.198 -2.902 9
-4.204 3.733 -1.42 8
-2.207 4.198 0.263 9
-2.085 5.75 2.298 8
-2.593 7.127 4.022 8
-2.754 6.567 6.49 9
-2.815 5.874 6.613 8
-1.993 5.337 5.597 9
-0.811 4.966 5.344 8
0.029 4.655 6.236 8
0.385 4.276 5.784 9
1.281 3.791 2.147 8
2.004 3.842 -0.499 9
2.49 3.923 -1.294 8
2.834 3.731 -1.277 8
3.025 3.173 -1.309 9
2.781 2.379 -0.841 8
1.606 2.052 -0.075 9
0.768 1.794 0.406 8
0.287 1.485 0.773 8
0.246 1.167 0.793 9
0.389 0.896 0.373 8
-0.013 0.621 -0.129 9
-0.622 0.253 -0.545 8
-0.251 -0.155 -0.886 8
-0.192 -0.298 -1.077 9
-0.542 -0.221 -1.048 8
-0.799 -0.193 -0.879 8
-0.221 -0.6 -0.864 9
1.28 -1.372 -0.362 8
2.8 -2.553 0.663 9
3.21 -3.348 0.553 8
3.479 -3.775 -0.256 8
4.41 -4.125 -0.811 9
5.297 -4.622 -0.76 8
10.359 -6.602 -3.649 9
14.462 -7.992 -5.71 8
15.666 -8.568 -6.228 8
13.494 -7.885 -5.068 9
8.512 -5.631 -2.532 8
2.198 -1.928 0.647 9
0.841 0.882 1.736 8
0.871 2.419 1.783 8
0.405 3.191 1.487 9
-0.652 3.681 1.162 8
-1.844 4.138 0.934 9
-2.925 4.399 0.835 8
-4.203 3.355 0.186 8
-5.112 0.912 -0.809 9
-6.224 -1.686 -1.608 8
-7.42 -5.157 -1.482 8
-7.768 -10.846 0.123 9
-5.532 -17.185 1.557 8
1.462 -19.721 0.266 9
4.588 -14.846 -1.395 8
4.097 -5.771 -2.111 8
2.073 3.33 -1.719 9
0.372 9.349 -0.642 8
-0.911 12.014 0.475 9
-2.427 12.566 1.374 8
-3.801 12.212 1.973 8
-5.199 11.428 1.811 9
-6.078 10.123 1.349 8
-6.18 8.202 1.393 9
-6.154 5.912 2.627 8
-4.601 3.462 3.192 8
-2.751 1.218 2.721 9
-1.296 -0.45 1.82 8
-1.066 -1.237 1.144 9
-2.096 -1.262 0.947 8
-4.618 -0.801 0.587 8
-5.499 -0.072 0.349 9
-5.266 0.607 0.356 8
-4.513 1.144 0.594 9
-3.904 1.489 1.15 8
-3.651 1.605 2.008 8
-3.124 1.461 2.871 9
-2.681 1.266 2.833 8
-1.821 1.042 2.667 8
-0.543 0.673 1.831 9
1.005 0.046 0.679 8
2.52 -0.746 -0.292 9
3.528 -1.252 -0.958 8
4.04 -1.308 -1.117 8
4.079 -1.074 -0.723 9
3.666 -0.766 -0.079 8
3.225 -0.666 0.165 9
3.098 -0.902 -0.253 8
3.183 -1.261 -0.642 8
3.255 -1.195 -0.314 9
3.033 -1.011 -0.365 8
2.552 -0.694 -0.593 9
2.059 -0.357 -0.69 8
1.775 -0.13 -0.589 8
1.742 -0.077 -0.661 9
1.828 -0.075 -0.753 8
1.769 -0.238 -0.369 9
1.789 -0.484 0.301 8
1.802 -0.77 0.864 8
1.485 -0.977 1.037 9
0.401 -0.872 0.859 8
0.732 -1.049 -0.006 9
1.073 -1.05 -0.752 8
1.103 -0.918 -1.305 8
0.944 -0.778 -1.584 9
0.852 -0.74 -1.535 8
0.995 -0.813 -1.192 8
1.323 -0.822 -0.956 9
1.351 -0.643 -0.691 8
1.063 -0.384 -0.532 9
0.577 -0.199 -0.53 8
0.093 -0.188 -0.6 8
-0.151 -0.327 -0.505 9
-0.048 -0.46 -0.574 8
0.528 -0.473 -0.191 9
0.581 -0.392 0.277 8
0.462 -0.29 0.686 8
0.669 -0.231 1.019 9
1.009 -0.237 1.303 8
0.208 -0.383 1.305 9
0.151 -1.028 0.499 8
0.413 -1.794 0.151 8
0.993 -2.437 0.017 9
1.824 -2.755 -0.41 8
2.481 -2.567 -1.084 9
3.617 -2.273 -1.431 8
4.117 -1.765 -1.242 8
4.515 -1.443 -1.278 9
4.804 -1.411 -1.414 8
4.891 -1.609 -1.372 8
4.872 -1.892 -1.216 9
3.95 -1.512 -1.859 8
2.493 -0.858 -3.347 9
1.307 -0.124 -6.029 8
0.472 0.404 -8.113 8
-0.262 0.52 -7.763 9
-1.162 0.206 -4.642 8
-2.066 -0.52 0.045 9
-3.025 -1.566 3.518 8
-4.476 -2.524 5.155 8
-5.934 -3.353 5.259 9
-6.824 -3.956 4.423 8
-7.138 -3.87 3.048 9
-7.935 -3.023 1.153 8
-7.17 -2.504 0.0 8
-6.548 -1.429 -0.878 9
-6.253 0.116 -1.953 8
-5.992 1.803 -3.321 9
-5.871 3.681 -4.379 8
-6.346 4.493 -2.845 8
-4.88 3.736 -1.831 9
-2.676 2.407 -1.129 8
-1.612 1.818 -0.393 9
-2.459 2.762 0.573 8
-3.608 4.89 1.629 8
-4.16 6.245 3.558 9
-3.339 6.625 3.964 8
-1.57 6.008 4.708 8
0.234 4.838 5.937 9
1.223 3.8 6.836 8
1.119 3.531 6.285 9
1.786 3.436 5.468 8
2.446 3.599 3.75 8
2.626 3.882 1.876 9
2.439 4.037 0.129 8
2.221 3.816 -1.18 9
2.263 3.069 -1.393 8
2.095 2.22 -1.413 8
1.745 1.447 -1.285 9
1.333 0.864 -1.298 8
0.881 0.476 -0.966 9
0.349 0.269 -0.154 8
-0.345 0.269 0.12 8
-0.896 0.36 -0.465 9
-0.744 0.245 -0.886 8
-0.553 0.131 -0.979 9
-0.242 0.032 -1.21 8
0.123 -0.085 -1.7 8
-0.258 -0.212 -1.531 9
-0.351 -0.637 -0.604 8
0.185 -1.196 0.527 9
0.565 -1.647 1.137 8
1.677 -2.003 1.198 8
4.068 -2.591 0.877 9
6.351 -4.059 0.11 8
10.184 -6.063 -0.788 8
12.99 -8.029 -2.736 9
14.014 -9.435 -5.958 8
13.155 -9.524 -8.188 9
10.142 -7.661 -7.027 8
3.956 -3.61 -1.912 8
1.86 -0.339 0.926 9
1.561 1.843 1.832 8
1.145 3.04 1.974 9
0.033 3.806 1.735 8
-1.517 4.566 1.223 8
-2.823 5.212 0.662 9
-4.234 5.264 0.374 8
-5.49 4.269 -0.136 9
-6.55 2.492 -0.742 8
-6.896 -0.535 -0.981 8
-6.336 -5.455 -0.496 9
-5.587 -12.563 0.554 8
-3.765 -18.906 -1.109 9
1.082 -22.019 -0.878 8
5.151 -18.921 -0.131 8
6.028 -9.769 -0.065 9
3.485 1.971 -0.805 8
-0.045 9.801 -0.782 8
-1.127 12.376 0.188 9
-2.112 13.056 1.222 8
-3.285 12.812 1.805 9
-4.597 12.157 1.551 8
-5.677 11.146 0.801 8
-5.869 9.362 1.015 9
-4.824 6.523 1.844 8
-3.643 4.114 1.699 9
-2.944 2.153 1.231 8
-2.774 0.583 0.967 8
-2.928 -0.664 1.058 9
-3.177 -1.619 1.084 8
-2.491 -2.256 0.625 9
-1.764 -2.106 1.409 8
-2.179 -1.455 2.11 8
-3.39 -0.489 1.964 9
-4.429 0.528 1.106 8
-4.329 1.11 0.808 9
-3.941 1.328 1.401 8
-2.917 1.363 2.724 8
-1.564 1.254 3.57 9
-0.614 1.089 3.187 8
-0.039 0.83 1.91 9
1.023 0.379 0.672 8
2.158 -0.04 0.505 8
3.465 -0.305 0.426 9
4.274 -0.377 0.182 8
4.4 -0.362 -0.159 8
3.965 -0.399 -0.419 9
3.267 -0.574 -0.46 8
2.55 -0.835 -0.373 9
2.196 -0.954 -0.386 8
2.046 -0.874 -0.594 8
2.064 -0.698 -0.818 9
2.183 -0.501 -0.891 8
2.207 -0.184 -0.864 9
2.027 0.022 -0.676 8
1.401 0.17 -0.607 8
0.412 0.194 -0.752 9
-0.411 0.089 -0.624 8
-0.511 -0.127 -0.083 9
0.379 -0.458 -0.028 8
0.636 -0.739 -0.277 8
0.578 -0.763 -0.718 9
0.39 -0.593 -1.251 8
0.282 -0.425 -1.789 9
0.383 -0.447 -2.184 8
0.655 -0.737 -2.179 8
0.653 -1.004 -1.965 9
